,index,time,rate
0,103,15864.021489971346,0.0014326647564469
1,138,124446.14367816092,0.0114942528735632
2,147,208415.47721179624,0.0241286863270777
3,179,84333.8275862069,0.0026525198938992
4,188,683693.641434263,0.0039840637450199
5,194,178470.4745762712,0.0508474576271186
6,241,48571.9224137931,0.0028735632183908
7,269,11702.973837209302,0.002906976744186
8,282,31482.00649350649,0.0324675324675324
9,38,239904.66666666663,0.0100502512562814
10,46,67737.81924686192,0.009205020920502
11,9,278103.6034482759,0.0137931034482758
12,163,85241.30337078651,0.0067415730337078
13,178,153972.81736526947,0.0059880239520958
14,2,49791.14444444444,0.0015873015873015
15,281,4851.172727272728,0.8454545454545455
16,55,770.9325396825396,0.0039682539682539
17,175,226665.04119850183,0.8426966292134831
18,1,57816.46666666667,0.0015503875968992
19,105,225282.7291960508,0.0409026798307475
20,111,103971.94198312236,0.0010548523206751
21,119,13877.94049008168,0.0011668611435239
22,155,6035.413580246914,0.0061728395061728
23,182,10418.99295774648,0.0035211267605633
24,237,52997.71597633136,0.0029585798816568
25,251,10917.754237288136,0.0028248587570621
26,253,41596.43820224719,0.0028089887640449
27,286,17009.0,1.0
28,43,830533.6222780569,0.0108877721943048
