,T1121,T1123,T1366,T1421,T1475,T151,T1516,T19,T507,T734,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0,0,0,0,0,0.0,0.02487669244019102,20
1,0,1,0,0,0,0,0,0,0,0,0.0,0.025144288140528066,13
2,0,0,0,1,0,0,0,0,0,0,0.0,0.02520336557330572,11
3,1,0,0,1,0,0,0,0,0,0,0.0,0.02585093509549182,8
4,1,1,0,0,0,0,0,0,0,0,0.0,0.025879669078808305,18
5,0,1,0,1,0,0,0,0,0,0,0.0,0.026057883972191893,14
6,1,0,0,0,1,0,0,0,0,0,0.0,0.029046213099614582,2
7,0,1,0,0,1,0,0,0,0,0,0.0,0.02927593233012824,3
8,0,0,0,1,1,0,0,0,0,0,0.0,0.02930891602105871,3
9,0,0,0,0,1,0,0,0,0,0,0.0,0.029612143437326197,1
10,1,0,1,0,0,0,0,0,0,0,0.0,0.03111096147225271,1
11,0,0,1,1,0,0,0,0,0,0,0.0,0.03135756802216545,2
12,1,0,0,0,0,1,0,0,0,0,0.0,0.03405151707593882,1
13,0,1,0,0,0,1,0,0,0,0,0.0,0.03431581808683416,1
14,0,1,0,0,0,0,0,0,1,0,0.0,0.03438718283969816,1
15,0,0,0,0,0,0,0,0,1,0,0.0,0.035968482643676816,1
