,T1208,T123,T1291,T154,T1592,T188,T390,T503,T507,T607,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,0,0,0,0,0,0,0.0,0.020812079083791228,31
1,0,0,0,0,0,1,0,0,0,0,0.0,0.024731220223051506,27
2,0,0,0,0,1,0,0,0,0,0,0.0,0.026144144930813858,8
3,1,0,0,0,0,0,0,0,0,0,0.0,0.029198168661385637,5
4,0,0,1,0,0,1,0,0,0,0,0.0,0.029822213276027836,3
5,0,0,0,0,0,0,1,0,0,0,0.0,0.030212070632448986,4
6,0,0,1,0,1,0,0,0,0,0,0.0,0.030295365973237773,1
7,0,0,0,0,0,0,0,0,0,0,0.0,0.03057201644611356,5
8,0,0,1,0,0,0,1,0,0,0,0.0,0.031845499535271604,2
9,0,0,0,0,1,1,0,0,0,0,0.0,0.032201241302117746,1
10,0,0,1,0,0,0,0,1,0,0,0.0,0.03370883199879485,1
11,0,0,0,1,0,0,0,0,0,0,0.0,0.0337098286628365,2
12,0,0,0,0,0,0,0,0,0,1,0.0,0.03384518373451076,2
13,0,0,1,0,0,0,0,0,0,1,0.0,0.03433644436316153,2
14,0,1,1,0,0,0,0,0,0,0,0.0,0.034353700169515604,2
15,1,0,1,0,0,0,0,0,0,0,0.0,0.03493253060440912,1
16,0,0,0,0,0,1,0,1,0,0,0.0,0.0366636299112425,1
17,0,0,0,0,0,1,0,0,1,0,0.0,0.03768722562944078,1
18,0,0,0,0,1,0,0,1,0,0,0.1,0.037819731318303684,1
