,T1126,T1241,T1338,T1504,T1587,T24,T256,T559,T763,T838,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,1,0,0,0,0,0.0,0.04296910557789219,28
1,0,0,1,0,0,1,0,0,0,0,0.0,0.045071570831490444,24
2,0,1,1,0,0,1,0,0,0,0,0.0,0.04511023105170736,16
3,0,1,1,0,0,0,0,0,0,0,0.0,0.045375352417915626,13
4,1,1,0,0,0,1,0,0,0,0,0.0,0.050541738584848034,2
5,1,0,1,0,0,1,0,0,0,0,0.0,0.05208305439680656,1
6,1,1,1,0,0,0,0,0,0,0,0.0,0.052565919894547335,4
7,1,0,0,0,0,1,0,0,0,0,0.0,0.052753451062837686,1
8,1,1,0,0,0,0,0,0,0,0,0.0,0.0531109442234493,1
9,0,1,0,1,0,1,0,0,0,0,0.0,0.054087763858556306,1
10,0,0,0,1,0,1,0,0,0,0,0.0,0.054690830133546406,1
11,0,1,1,0,1,0,0,0,0,0,0.1,0.05734906469325327,1
12,1,0,1,0,0,0,0,0,0,0,0.0,0.055507271947946434,2
13,0,1,0,0,0,0,0,0,0,0,0.0,0.055866670438919075,1
14,0,0,1,0,1,1,0,0,0,0,0.0,0.05600195891457205,1
15,0,1,0,0,1,0,0,0,0,0,0.0,0.05705865434466221,1
16,0,1,0,0,0,1,0,0,1,0,0.0,0.058181259683188796,1
17,0,0,1,0,0,1,0,0,0,1,0.0,0.05826458693507451,1
