,T1,T15,T18,T29,T30,T40,T43,T66,T72,T73,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,1,0,0,0,0,0,0.0,0.016274293779591692,26
1,0,0,0,0,0,0,0,1,0,0,0.0,0.017405791785569242,10
2,0,0,0,0,0,0,0,0,0,1,0.0,0.017589330501404703,10
3,0,0,0,0,0,0,0,0,0,0,0.0,0.01759854826855922,10
4,0,0,0,0,0,0,0,0,1,0,0.0,0.017618272136302026,15
5,0,0,0,1,0,0,0,0,0,0,0.0,0.017752259204409215,8
6,0,1,0,0,0,0,0,0,0,0,0.0,0.018143936725356864,6
7,0,0,1,0,0,0,0,0,0,0,0.0,0.01816659609727086,5
8,0,0,0,0,0,0,1,0,0,0,0.0,0.018679121727260797,1
9,0,0,0,0,0,1,0,0,0,0,0.0,0.018792714191452196,6
10,0,1,0,0,0,0,0,0,1,0,0.0,0.025136338081225538,1
11,0,1,0,0,0,0,1,0,0,0,0.0,0.0260849254363575,1
12,0,0,0,0,0,1,1,0,0,0,0.0,0.026690251709844483,1
