,T17,T19,T30,T51,T61,T65,T66,T7,T77,T82,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,1,0,0.0,0.01999920241432449,56
1,0,0,1,0,0,0,0,0,0,0,0.0,0.025280016524875402,1
2,0,0,1,0,0,0,0,0,1,0,0.0,0.025806584086697237,5
3,0,0,0,0,0,0,0,0,1,1,0.0,0.026157063796484435,7
4,0,0,0,0,0,0,1,0,1,0,0.0,0.026593587846053486,4
5,0,0,0,0,0,1,0,0,1,0,0.0,0.026721469590032274,2
6,0,1,0,0,0,0,0,0,1,0,0.0,0.027303866247459167,2
7,0,0,0,0,0,0,0,0,0,1,0.0,0.02738604352388476,1
8,0,0,0,0,1,0,0,0,1,0,0.0,0.027420345430973114,3
9,0,0,0,0,0,0,0,1,1,0,0.0,0.02749814131455572,1
10,0,0,0,0,0,0,1,0,0,0,0.0,0.027986253182068998,4
11,0,1,0,0,0,0,0,0,0,0,0.0,0.028986646602930276,3
12,0,0,0,0,1,0,0,0,0,0,0.0,0.029140907179015407,2
13,0,0,0,0,0,0,0,1,0,0,0.0,0.029212091849966693,1
14,0,0,0,0,0,0,0,0,0,0,0.0,0.029265549566181576,1
15,0,0,0,1,0,0,0,0,0,0,0.0,0.029765557616520257,1
16,0,0,1,0,0,0,1,0,0,0,0.0,0.03223972867941166,1
17,0,0,0,0,1,0,0,0,1,0,0.1,0.027420345430973114,2
18,0,0,0,0,0,0,1,1,0,0,0.0,0.0349477003928425,1
19,0,0,0,0,0,1,1,0,1,0,0.0,0.04040416070524462,1
20,0,0,0,1,0,0,0,0,1,0,0.1,0.027899403702666498,1
