,T17,T31,T32,T37,T46,T67,T77,T82,T87,T88,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,1,0,0,0,0.0,0.014372114548013687,63
1,0,0,0,0,0,1,0,0,0,0,0.0,0.020811941098019586,1
2,0,0,0,0,0,0,0,0,0,0,0.0,0.02129106163283737,2
3,0,1,0,0,0,0,0,0,0,0,0.0,0.021515049617826288,2
4,0,0,0,0,0,0,0,1,0,0,0.0,0.02219016685610338,4
5,0,0,0,0,1,0,0,0,0,0,0.0,0.022291384766943253,3
6,0,0,0,1,0,0,0,0,0,0,0.0,0.022466691128879716,2
7,0,0,0,1,0,0,1,0,0,0,0.0,0.023017500215536647,1
8,0,1,0,0,0,0,1,0,0,0,0.0,0.023107835055971762,2
9,0,0,1,0,0,0,0,0,0,0,0.0,0.02311861313328987,5
10,0,0,0,0,1,0,1,0,0,0,0.0,0.02327645943722064,2
11,1,0,0,0,0,0,0,0,0,0,0.0,0.023490293488845355,4
12,0,0,0,0,0,0,0,0,1,0,0.0,0.023732590433862458,2
13,0,0,0,0,0,0,0,0,0,1,0.0,0.023953870829858732,2
14,0,0,0,0,0,0,1,1,0,0,0.0,0.02466853202822871,1
15,1,0,0,0,0,0,1,0,0,0,0.0,0.025441582869057153,1
16,0,0,0,0,0,0,1,0,1,0,0.0,0.0259448985155184,1
17,0,0,0,1,0,0,0,1,0,0,0.0,0.03073632920091525,1
18,0,0,0,1,0,0,1,0,0,0,0.1,0.023017500215536647,1
