,T11,T13,T24,T28,T41,T45,T51,T55,T67,T71,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0,0,0,0,0,0.0,0.01365003311413654,15
1,0,0,0,0,0,0,0,0,0,0,0.0,0.013970228246671929,17
2,0,0,0,0,0,0,0,0,1,0,0.0,0.014266274559732738,5
3,0,0,0,1,0,0,0,0,0,0,0.0,0.014359675062327375,22
4,0,0,1,0,0,0,0,0,0,0,0.0,0.014868846675291253,4
5,0,1,0,0,0,0,0,0,0,0,0.0,0.015109169248478296,5
6,0,0,0,0,0,1,0,0,0,0,0.0,0.015706089849063937,10
7,0,0,0,0,1,0,0,0,0,0,0.0,0.016791853826168046,4
8,0,0,0,0,0,0,0,0,0,1,0.0,0.017533961401710714,3
9,0,0,0,0,0,0,1,0,0,0,0.0,0.017736666755372475,2
10,0,0,0,0,0,0,0,1,0,0,0.0,0.017748227179142612,3
11,1,0,0,0,0,0,0,0,1,0,0.0,0.021211994235398803,1
12,0,0,0,1,0,0,0,0,1,0,0.0,0.021753550729906774,1
13,1,0,1,0,0,0,0,0,0,0,0.0,0.021827862021434025,1
14,0,1,0,1,0,0,0,0,0,0,0.0,0.022662533631269046,1
15,1,0,0,0,0,1,0,0,0,0,0.1,0.023025130163200833,1
16,0,0,0,0,0,1,0,0,1,0,0.0,0.023202665268838255,1
17,0,0,0,1,0,1,0,0,0,0,0.0,0.023353702640437728,1
18,0,0,0,0,0,1,0,0,0,0,0.1,0.015706089849063937,1
19,0,0,1,0,0,1,0,0,0,0,0.0,0.023971393867409835,1
20,0,0,0,0,0,0,1,1,0,0,0.0,0.0335424835680267,1
