,T1228,T1298,T1328,T1510,T1627,T187,T4,T640,T697,T789,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,1,0,0,0,0,0,0.0,0.045918849881119314,29
1,1,1,0,0,0,0,0,0,0,0,0.0,0.04886906931403632,16
2,1,0,0,0,1,0,0,0,0,0,0.0,0.049280538079000444,12
3,0,1,0,0,0,1,0,0,0,0,0.0,0.050323914473378084,9
4,0,0,0,0,1,1,0,0,0,0,0.0,0.050627069243098455,6
5,1,1,0,0,1,0,0,0,0,0,0.0,0.05189988857325907,2
6,0,1,0,0,1,1,0,0,0,0,0.0,0.05287202938058029,2
7,0,1,1,0,0,0,0,0,0,0,0.0,0.05321037184738961,2
8,1,1,0,0,0,1,0,0,0,0,0.0,0.053882441178084724,3
9,1,0,0,0,0,1,0,0,0,0,0.0,0.05411436976661657,7
10,0,1,0,0,0,0,0,0,0,0,0.0,0.054717068623127155,2
11,0,1,1,0,1,0,0,0,0,0,0.0,0.05490563790189108,2
12,1,0,0,0,1,1,0,0,0,0,0.0,0.05556883066410985,1
13,1,0,1,0,0,0,0,0,0,0,0.0,0.05714279983855833,1
14,0,1,1,0,0,1,0,0,0,0,0.0,0.057441963689986254,1
15,0,0,0,1,1,0,0,0,0,0,0.0,0.058689740460301836,2
16,1,0,1,0,0,1,0,0,0,0,0.0,0.06070950476680341,1
17,1,0,0,0,1,0,1,0,0,0,0.0,0.06237204814447597,1
18,1,0,0,0,1,0,0,0,0,1,0.0,0.06441648296028527,1
