,T24,T38,T40,T43,T54,T57,T6,T80,T85,T87,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,1,0,0,0.0,0.010538307988495367,41
1,0,0,0,0,0,0,0,0,0,0,0.0,0.015425867331359963,9
2,1,0,0,0,0,0,0,0,0,0,0.0,0.016116023711776957,5
3,0,0,0,0,1,0,0,0,0,0,0.0,0.016341393178838516,10
4,0,0,0,0,0,0,1,0,0,0,0.0,0.016497280638042046,6
5,0,0,0,0,0,1,0,0,0,0,0.0,0.016607170780980045,1
6,0,0,0,0,0,0,0,0,0,1,0.0,0.016642526211736564,7
7,0,0,0,1,0,0,0,0,0,0,0.0,0.016656257824598474,5
8,0,1,0,0,0,0,0,0,0,0,0.0,0.016985000008486746,5
9,0,0,1,0,0,0,0,0,0,0,0.0,0.017128957526605766,4
10,1,0,0,0,0,0,0,1,0,0,0.0,0.01890621043182813,1
11,0,0,0,0,1,0,0,1,0,0,0.0,0.019053455248531984,1
12,0,0,0,0,0,0,1,1,0,0,0.0,0.019975760691253775,1
13,0,0,0,0,0,0,0,1,0,1,0.0,0.02010892364175272,1
14,0,0,0,0,1,0,1,0,0,0,0.0,0.024489590794616576,1
15,0,0,0,0,0,0,1,0,0,1,0.0,0.02585240778485707,1
16,0,0,0,0,1,0,0,0,0,1,0.1,0.024631236114306284,1
