,T19,T22,T28,T31,T38,T64,T71,T79,T85,T86,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,1,0.0,0.01522694665371305,30
1,0,0,0,0,0,0,0,1,0,0,0.0,0.01877792172534666,2
2,0,0,1,0,0,0,0,0,0,0,0.0,0.018979836739681906,8
3,0,0,0,0,0,1,0,0,0,0,0.0,0.019012494605214123,13
4,0,0,0,0,0,0,0,0,0,0,0.0,0.019166394804903113,9
5,0,0,0,1,0,0,0,0,0,0,0.0,0.019168722173918937,9
6,0,0,0,0,0,0,1,0,0,0,0.0,0.01927223726195671,10
7,0,1,0,0,0,0,0,0,0,0,0.0,0.019977186327139757,4
8,0,0,0,0,1,0,0,0,0,0,0.0,0.020481294015596976,1
9,0,0,0,0,0,0,0,1,0,1,0.0,0.022766493996718637,1
10,0,0,0,0,0,1,0,0,0,1,0.0,0.023018592382236053,1
11,1,0,0,0,0,0,0,0,0,1,0.0,0.02323446131458271,1
12,0,0,0,1,0,0,0,0,0,1,0.0,0.023863893273888572,1
13,0,0,0,0,0,0,1,0,0,1,0.1,0.024727396866123602,1
14,0,0,0,0,0,0,0,0,1,0,0.0,0.02511331253740618,1
15,0,0,0,1,0,0,0,1,0,0,0.0,0.025884773261414754,1
16,0,0,0,1,0,1,0,0,0,0,0.0,0.026121143990000747,3
17,0,0,0,0,0,1,1,0,0,0,0.0,0.026308012596987097,1
18,1,0,0,0,0,1,0,0,0,0,0.0,0.026411689037958545,1
19,0,0,0,0,1,0,0,0,0,0,0.1,0.020481294015596976,1
20,0,0,1,0,0,1,0,0,0,0,0.1,0.025864494775618654,1
