,T3,T35,T44,T51,T55,T59,T62,T73,T87,T88,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,1,0,0,0,0.0,0.01428872817145695,70
1,0,0,0,0,0,0,0,0,0,0,0.0,0.021633102503206394,8
2,0,0,0,0,0,1,0,0,0,0,0.0,0.022025184636595842,2
3,0,0,1,0,0,0,0,0,0,0,0.0,0.02272233390781485,3
4,0,0,0,0,0,0,0,1,0,0,0.0,0.022935589906849334,1
5,0,1,0,0,0,0,0,0,0,0,0.0,0.023158737448374676,2
6,0,0,0,0,1,0,0,0,0,0,0.0,0.023396369200819687,1
7,0,0,0,0,0,1,1,0,0,0,0.0,0.023416895558224276,2
8,0,0,1,0,0,0,1,0,0,0,0.0,0.024030579345075846,3
9,0,0,0,0,0,0,0,0,1,0,0.0,0.024047671614317652,2
10,0,0,0,0,0,0,0,0,0,1,0.0,0.024262212087835473,1
11,1,0,0,0,0,0,0,0,0,0,0.0,0.02524742269912069,1
12,0,0,0,0,0,0,1,0,0,0,0.1,0.01428872817145695,1
13,0,1,0,0,0,0,1,0,0,0,0.0,0.02574216932578814,1
14,0,0,0,0,1,0,1,0,0,0,0.0,0.02803079506843128,1
15,1,0,0,0,0,0,1,0,0,0,0.0,0.02930420399262659,1
