,T12,T16,T2,T21,T30,T46,T54,T60,T7,T80,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,1,0.0,0.017692364759701887,59
1,0,0,0,0,1,0,0,0,0,0,0.0,0.022491759591605452,9
2,1,0,0,0,0,0,0,0,0,0,0.0,0.02376673995544252,5
3,1,0,0,0,0,0,0,0,0,1,0.0,0.023847906941591453,3
4,0,0,0,0,1,0,0,0,0,1,0.0,0.024339541633965803,3
5,0,0,0,1,0,0,0,0,0,1,0.0,0.0252196601435973,2
6,0,0,0,0,0,0,0,1,0,1,0.0,0.02525382228298902,1
7,0,0,0,0,0,0,0,0,1,1,0.0,0.02540173345666854,1
8,0,0,0,0,0,1,0,0,0,1,0.0,0.025615179523258674,3
9,0,0,0,1,0,0,0,0,0,0,0.0,0.02566240413039329,2
10,0,0,0,0,0,0,0,1,0,0,0.0,0.02575512602322332,1
11,0,1,0,0,0,0,0,0,0,0,0.0,0.025798905350698887,2
12,0,0,0,0,0,0,1,0,0,0,0.0,0.025905751739010063,2
13,0,0,0,0,0,0,0,0,1,0,0.0,0.02590617443088772,3
14,0,0,0,0,0,1,0,0,0,0,0.0,0.026244468673268743,3
15,1,0,0,0,0,0,0,0,1,0,0.0,0.031013323030394085,1
