,T11,T15,T29,T40,T49,T54,T56,T61,T64,T77,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,1,0.0,0.014259045624941867,62
1,1,0,0,0,0,0,0,0,0,0,0.0,0.01960296718364282,7
2,0,0,0,0,0,0,0,0,1,0,0.0,0.02060996665508249,8
3,0,0,0,0,0,0,0,0,0,0,0.0,0.020840687786870468,3
4,0,0,0,0,0,0,0,1,0,0,0.0,0.021379501129307046,4
5,0,0,0,0,0,1,0,0,0,0,0.0,0.021416843440207257,1
6,0,1,0,0,0,0,0,0,0,0,0.0,0.021546548353051035,4
7,1,0,0,0,0,0,0,0,0,1,0.0,0.021640688329663333,1
8,0,0,0,0,0,0,0,0,1,1,0.0,0.02221850049067561,3
9,0,0,0,0,0,1,0,0,0,1,0.0,0.02274466053897045,4
10,0,0,0,0,0,0,1,0,0,0,0.0,0.023027168835892103,1
11,0,0,1,0,0,0,0,0,0,1,0.0,0.02759162713638132,1
12,1,0,0,0,0,0,1,0,0,0,0.0,0.02977656488751349,1
