,T109,T126,T13,T14,T19,T191,T197,T260,T47,T71,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.00038613936817365045,38
1,0,0,0,0,1,0,0,0,0,0,0.0,0.003667921868818119,8
2,0,1,0,0,0,0,0,0,0,0,0.0,0.003711701116725977,6
3,0,0,0,0,0,0,0,0,0,1,0.0,0.0037164784320900374,12
4,0,0,0,0,0,0,1,0,0,0,0.0,0.003719113277394195,3
5,0,0,0,0,0,0,0,1,0,0,0.0,0.003736075555901063,7
6,0,0,0,0,0,1,0,0,0,0,0.0,0.0037777424523626085,15
7,1,0,0,0,0,0,0,0,0,0,0.0,0.0038195263935990376,2
8,0,0,1,0,0,0,0,0,0,0,0.0,0.004204995679137075,2
9,0,0,0,0,0,0,0,0,1,0,0.0,0.00471205866470158,4
10,0,0,0,1,0,0,0,0,0,0,0.1,0.007007287332736537,1
11,0,0,0,0,0,0,0,1,0,0,0.1,0.003736075555901063,1
12,0,1,0,0,0,0,0,0,0,1,0.0,0.013709183202307015,1
