,T103,T115,T137,T178,T192,T203,T215,T255,T46,T51,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,2.114923577743142e-05,47
1,0,0,0,0,0,0,1,0,0,0,0.0,0.0033532035236800936,8
2,0,0,0,0,0,0,0,0,0,1,0.0,0.0033594151646771666,9
3,1,0,0,0,0,0,0,0,0,0,0.0,0.0033632620628584824,5
4,0,0,0,0,0,0,0,1,0,0,0.0,0.00338812689238924,5
5,0,0,0,0,0,0,0,0,1,0,0.0,0.0035236911093830337,7
6,0,1,0,0,0,0,0,0,0,0,0.0,0.0036937798323317477,5
7,0,0,0,1,0,0,0,0,0,0,0.0,0.004249493927018175,3
8,0,0,1,0,0,0,0,0,0,0,0.0,0.005575076828854774,3
9,0,0,0,0,0,1,0,0,0,0,0.0,0.005877213595294439,4
10,0,0,0,0,1,0,0,0,0,0,0.0,0.006686659900731113,3
11,1,0,0,0,0,0,0,1,0,0,0.0,0.013433534754284122,1
