,T101,T104,T157,T190,T254,T258,T268,T70,T71,T86,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.00010870807702871384,36
1,0,0,0,0,0,0,0,0,0,1,0.0,0.0033563341040735188,6
2,0,0,0,0,0,0,0,0,1,0,0.0,0.0034427615261678657,6
3,0,0,0,0,0,0,0,1,0,0,0.0,0.0034740367501113326,10
4,0,1,0,0,0,0,0,0,0,0,0.0,0.0035172375477509803,7
5,0,0,1,0,0,0,0,0,0,0,0.0,0.0035752369428776487,5
6,0,0,0,0,0,1,0,0,0,0,0.0,0.0036528506014872754,10
7,1,0,0,0,0,0,0,0,0,0,0.0,0.003668518222509838,5
8,0,0,0,1,0,0,0,0,0,0,0.0,0.003769648725660615,6
9,0,0,0,0,1,0,0,0,0,0,0.0,0.004264371956197439,6
10,0,0,0,0,0,0,1,0,0,0,0.0,0.0067660538298931604,1
11,0,1,0,0,0,1,0,0,0,0,0.0,0.014037690609444233,1
12,1,0,1,0,0,0,0,0,0,0,0.0,0.014155389883961552,1
