,T118,T15,T176,T207,T214,T229,T235,T252,T52,T56,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,1.0656684597794799e-05,36
1,0,0,0,0,0,0,0,0,0,1,0.0,0.00334264533094822,9
2,0,0,0,0,1,0,0,0,0,0,0.0,0.003343130897829362,8
3,1,0,0,0,0,0,0,0,0,0,0.0,0.003350980444441356,4
4,0,0,1,0,0,0,0,0,0,0,0.0,0.0035931974132302094,9
5,0,1,0,0,0,0,0,0,0,0,0.0,0.003631879964043344,9
6,0,0,0,0,0,1,0,0,0,0,0.0,0.003687763162954857,4
7,0,0,0,0,0,0,0,1,0,0,0.0,0.003689400155097417,10
8,0,0,0,0,0,0,0,0,1,0,0.0,0.00523454413787674,2
9,0,0,0,0,0,0,1,0,0,0,0.0,0.005832498183615916,1
10,0,0,0,1,0,0,0,0,0,0,0.0,0.006675955849207316,3
11,0,0,0,0,0,0,0,1,0,0,0.1,0.003689400155097417,1
12,1,0,0,0,0,0,0,0,0,0,0.1,0.003350980444441356,1
13,0,0,0,0,0,0,0,0,0,1,0.1,0.00334264533094822,1
14,0,0,0,0,1,0,0,1,0,0,0.0,0.013704221953197345,2
