,T121,T171,T172,T18,T180,T190,T212,T228,T242,T257,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,3.222966509192347e-05,47
1,0,0,0,0,0,0,0,0,0,1,0.0,0.0033627841929696673,8
2,0,0,0,0,0,0,1,0,0,0,0.0,0.0033641348689153316,3
3,1,0,0,0,0,0,0,0,0,0,0.0,0.0033919040915635712,5
4,0,0,0,1,0,0,0,0,0,0,0.0,0.00344288625836296,7
5,0,0,0,0,0,0,0,0,1,0,0.0,0.003449126297719877,6
6,0,0,0,0,0,0,0,1,0,0,0.0,0.0035877967364765988,3
7,0,0,1,0,0,0,0,0,0,0,0.0,0.003788604376289326,3
8,0,1,0,0,0,0,0,0,0,0,0.0,0.0039595575766950076,7
9,0,0,0,0,0,1,0,0,0,0,0.0,0.00410409185708365,7
10,0,0,0,0,0,1,0,0,0,0,0.1,0.00410409185708365,1
11,1,0,0,0,0,1,0,0,0,0,0.1,0.014413805756895284,1
12,1,1,0,0,0,0,0,0,0,0,0.0,0.014240963769649166,1
13,0,0,0,0,1,0,0,0,1,0,0.0,0.017952849437628288,1
