,T12,T123,T125,T149,T15,T18,T256,T4,T7,T83,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,5.2825473069108705e-06,37
1,0,1,0,0,0,0,0,0,0,0,0.0,0.003338331563918525,11
2,0,0,0,0,0,0,0,0,1,0,0.0,0.003340370491374121,7
3,0,0,1,0,0,0,0,0,0,0,0.0,0.003346043538488323,5
4,1,0,0,0,0,0,0,0,0,0,0.0,0.003389053388949909,7
5,0,0,0,0,0,1,0,0,0,0,0.0,0.0034108761185144415,12
6,0,0,0,0,0,0,0,1,0,0,0.0,0.0034656408035740197,4
7,0,0,0,0,0,0,1,0,0,0,0.0,0.003637360693507046,1
8,0,0,0,1,0,0,0,0,0,0,0.0,0.003890725957480485,5
9,0,0,0,0,1,0,0,0,0,0,0.0,0.0039491026231520876,7
10,0,0,0,0,0,0,0,0,0,1,0.0,0.0066706374078642485,1
11,1,0,0,0,0,0,0,0,1,0,0.0,0.013411423628121645,1
12,0,0,0,0,0,1,0,0,1,0,0.0,0.013437292853041183,1
13,0,1,0,0,0,0,0,1,0,0,0.0,0.013479202463690514,1
