,T115,T163,T207,T220,T253,T62,T64,T69,T90,T91,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,2.5186850021211695e-06,32
1,0,0,0,0,0,1,0,0,0,0,0.0,0.003335383152159061,11
2,0,0,0,0,0,0,0,1,0,0,0.0,0.003335664000029657,9
3,0,0,0,0,0,0,1,0,0,0,0.0,0.0033362069907042335,6
4,0,0,0,1,0,0,0,0,0,0,0.0,0.003337574621419671,2
5,0,0,0,0,1,0,0,0,0,0,0.0,0.0033714213706002153,5
6,0,1,0,0,0,0,0,0,0,0,0.0,0.0034861894841919146,11
7,1,0,0,0,0,0,0,0,0,0,0.0,0.003522625539322078,9
8,0,0,0,0,0,0,0,0,1,0,0.0,0.0035820502920544187,5
9,0,0,0,0,0,0,0,0,0,1,0.0,0.00362657215815553,7
10,0,0,1,0,0,0,0,0,0,0,0.0,0.006668544648561243,2
11,0,0,0,0,0,0,0,1,0,0,0.1,0.003335664000029657,1
