,T1259,T1341,T141,T199,T212,T354,T566,T650,T67,T682,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,1,0,0,0,0,0.0,0.02120643155793522,25
1,1,0,0,0,0,0,0,0,0,0,0.0,0.025249702821720968,27
2,0,0,0,0,0,0,0,0,0,0,0.0,0.029884827342802987,7
3,0,1,0,0,0,0,0,0,0,0,0.0,0.02992145814759988,5
4,1,0,0,0,0,1,0,0,0,0,0.0,0.030785977723197196,1
5,0,0,0,0,0,0,0,0,1,0,0.0,0.03089150984845545,5
6,0,0,0,0,0,0,0,1,0,0,0.0,0.031062247603864043,2
7,0,0,0,0,0,0,0,0,0,1,0.0,0.0311286959785416,4
8,0,0,0,1,0,0,0,0,0,0,0.0,0.031429349962371844,10
9,0,0,0,0,1,0,0,0,0,0,0.0,0.03144883731180018,1
10,0,0,0,0,0,0,1,0,0,0,0.0,0.03310212837340364,1
11,0,0,1,0,0,0,0,0,0,0,0.0,0.034375887003343764,1
12,0,0,0,1,0,1,0,0,0,0,0.0,0.034667718783278234,2
13,0,0,0,0,1,1,0,0,0,0,0.0,0.03470673634057503,2
14,0,0,0,0,0,1,1,0,0,0,0.0,0.03600631883999258,2
15,1,0,0,0,0,0,0,0,1,0,0.0,0.038247365845905185,1
16,1,0,0,0,1,0,0,0,0,0,0.0,0.03867403757466583,1
17,0,0,0,0,0,0,0,0,1,1,0.0,0.04342737039334939,1
18,0,0,0,1,0,0,0,0,1,0,0.0,0.04358278877612993,1
19,0,0,0,1,0,0,1,0,0,0,0.0,0.04572501946569793,1
