,T109,T1135,T1177,T1220,T1491,T1642,T311,T610,T856,T967,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,0,0,0,0,1,0.0,0.053105857265233085,34
1,0,0,0,0,0,0,0,0,1,1,0.0,0.054384346191883925,14
2,0,1,0,0,0,0,0,0,1,1,0.0,0.055858014420436544,11
3,0,0,0,0,0,1,0,0,0,1,0.0,0.05637002345724902,5
4,0,0,1,0,0,0,0,0,0,1,0.0,0.058320183895351575,1
5,0,1,0,0,0,1,0,0,0,1,0.0,0.05886242061635374,2
6,0,1,1,0,0,0,0,0,0,1,0.0,0.05909605696058286,4
7,0,0,0,0,0,1,0,0,1,1,0.0,0.0594167478289165,3
8,0,1,0,0,0,0,0,0,1,0,0.0,0.06042008670999766,3
9,0,0,0,1,0,0,0,0,0,1,0.0,0.06081103330276291,1
10,0,1,0,1,0,0,0,0,0,1,0.0,0.06108205315414425,3
11,0,1,0,0,0,0,0,1,0,1,0.0,0.06162540562175768,2
12,0,0,0,0,0,0,0,1,0,1,0.0,0.061645394364001564,1
13,0,1,0,0,0,0,1,0,0,1,0.0,0.06180351033948646,3
14,0,0,0,0,0,0,1,0,0,1,0.0,0.06185670237455049,1
15,0,0,0,1,0,0,0,0,1,1,0.0,0.0620893668389061,2
16,0,0,0,0,0,0,1,0,1,1,0.0,0.06286953441077252,1
17,0,0,1,0,0,1,0,0,0,1,0.0,0.06300515202551012,1
18,0,0,0,0,0,1,0,0,1,0,0.0,0.06339552326377057,1
19,0,1,0,0,0,1,0,0,1,0,0.0,0.06423002995150986,1
20,0,0,1,0,0,0,0,1,0,1,0.1,0.06626758629305705,1
21,0,1,0,1,0,0,0,0,0,0,0.0,0.06727730222938198,1
22,0,1,0,1,0,0,0,0,1,0,0.0,0.06740854856934991,1
23,0,1,0,0,0,0,1,0,0,0,0.0,0.06840329047034405,1
24,0,0,0,0,1,0,0,0,1,1,0.0,0.0705907902628827,1
25,0,1,0,1,0,0,1,0,0,1,0.0,0.07765321944113816,1
