,T102,T116,T141,T159,T17,T182,T195,T26,T263,T56,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,3.988355141000156e-05,47
1,0,0,0,0,0,0,0,0,0,1,0.0,0.00337082876122273,5
2,0,0,0,0,0,0,0,0,1,0,0.0,0.0033709301130525056,3
3,0,0,0,0,0,1,0,0,0,0,0.0,0.0033818147936972116,5
4,0,0,0,1,0,0,0,0,0,0,0.0,0.003429971405248406,7
5,0,0,1,0,0,0,0,0,0,0,0.0,0.0034404017609063133,8
6,0,0,0,0,1,0,0,0,0,0,0.0,0.003538471779407051,8
7,0,1,0,0,0,0,0,0,0,0,0.0,0.0042886203960988975,7
8,1,0,0,0,0,0,0,0,0,0,0.0,0.004353371212252651,3
9,0,0,0,0,0,0,0,1,0,0,0.0,0.004563662501365932,4
10,0,0,1,0,0,0,0,0,1,0,0.0,0.013449638012379798,1
11,0,1,0,0,0,1,0,0,0,0,0.0,0.014499151151543105,2
