,T103,T106,T125,T128,T192,T26,T263,T278,T284,T54,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0004197623035715737,49
1,0,0,0,0,0,0,0,0,1,0,0.0,0.0035273088941261753,8
2,0,0,0,1,0,0,0,0,0,0,0.0,0.003542614785142831,8
3,0,0,0,0,0,0,0,1,0,0,0.0,0.0036728569605259643,5
4,0,0,0,0,0,0,1,0,0,0,0.0,0.0037442191060106053,4
5,0,0,0,0,0,0,0,0,0,1,0.0,0.0037482709909986258,5
6,0,1,0,0,0,0,0,0,0,0,0.0,0.003751614309386797,3
7,0,0,1,0,0,0,0,0,0,0,0.0,0.0037553298124081086,3
8,1,0,0,0,0,0,0,0,0,0,0.0,0.0037592465703991415,9
9,0,0,0,0,0,1,0,0,0,0,0.0,0.004043912454085605,4
10,0,0,0,0,0,0,0,0,1,1,0.0,0.013525578765086796,1
11,0,1,0,0,0,0,0,0,1,0,0.0,0.013527468701889162,1
