,T125,T236,T238,T266,T270,T282,T55,T56,T65,T91,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,6.937284609416841e-05,34
1,0,0,0,0,0,1,0,0,0,0,0.0,0.0033886495467149703,6
2,0,0,0,0,0,0,1,0,0,0,0.0,0.0033989503729729095,7
3,0,0,0,0,0,0,0,1,0,0,0.0,0.003399029387105789,6
4,0,0,0,0,0,0,0,0,1,0,0.0,0.0034004270203607952,8
5,1,0,0,0,0,0,0,0,0,0,0.0,0.003403330063677956,6
6,0,0,0,1,0,0,0,0,0,0,0.0,0.003409368802949509,7
7,0,0,1,0,0,0,0,0,0,0,0.0,0.0034572074311799033,12
8,0,0,0,0,0,0,0,0,0,1,0.0,0.0035940245142865664,3
9,0,0,0,0,1,0,0,0,0,0,0.0,0.004652152530202974,9
10,0,1,0,0,0,0,0,0,0,0,0.0,0.00672063497345614,1
11,0,0,1,0,0,0,0,0,1,0,0.0,0.013464949001643509,1
