,index,time,rate
0,39,1844.0,0.1513157894736842
1,40,38523.0,0.1456953642384106
2,41,27030.0,0.1490066225165563
3,42,15991.0,0.1414473684210526
4,45,18316.0,0.173076923076923
5,46,15420.0,0.1573770491803278
6,49,10053.0,0.1530944625407166
7,50,4175.0,0.1480263157894736
8,52,40509.0,0.1495016611295681
9,54,6719.0,0.1766666666666666
10,55,37720.0,0.1821192052980132
11,56,30219.0,0.1766666666666666
12,57,32564.0,0.1766666666666666
13,60,11110.0,0.1854304635761589
14,63,10485.0,0.0131578947368421
15,72,35769.0,0.2289562289562289
16,73,41660.0,0.2315436241610738
17,74,11878.0,0.2289562289562289
18,78,10111.0,0.3172690763052209
19,80,29406.0,0.7043010752688172
20,82,44878.0,0.2784810126582278
21,84,126187.0,1.0
22,85,112842.0,0.0454545454545454
23,86,78821.0,0.6428571428571429
24,87,48599.0,0.2
