,T121,T13,T14,T172,T190,T206,T24,T251,T275,T37,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,1.56603886963267e-05,28
1,0,0,0,0,0,0,0,0,1,0,0.0,0.003347893568677347,7
2,0,0,0,0,0,0,0,1,0,0,0.0,0.0033487567877008816,3
3,1,0,0,0,0,0,0,0,0,0,0.0,0.003353343604749026,6
4,0,0,0,0,0,0,1,0,0,0,0.0,0.0034145628423237337,7
5,0,0,0,1,0,0,0,0,0,0,0.0,0.0034223920635078806,25
6,0,0,0,0,1,0,0,0,0,0,0.0,0.0034811154938509652,10
7,0,1,0,0,0,0,0,0,0,0,0.0,0.0038391393630824097,6
8,0,0,1,0,0,0,0,0,0,0,0.0,0.006674299747638842,2
9,0,0,0,0,0,0,0,1,1,0,0.0,0.013348429919418377,1
10,0,0,0,1,0,0,0,0,1,0,0.0,0.013427713788287048,1
11,0,0,0,1,0,0,1,0,0,0,0.0,0.01363187675040551,1
12,0,0,0,0,1,0,1,0,0,0,0.0,0.013735646276843247,1
13,0,0,0,0,1,0,0,1,0,0,0.1,0.013504345251458914,1
14,0,0,0,1,0,0,0,1,0,0,0.1,0.01344013949598124,1
