,index,time,rate
0,1071,74619.0,1.0
1,1111,104124.0,0.8125
2,1225,184483.0,1.0
3,1452,618684.0,1.0
4,1465,74634.0,0.9166666666666666
5,936,69336.0,1.0
6,1075,61787.0,1.0
7,1076,38987.0,0.7307692307692307
8,1146,104676.0,0.7647058823529411
9,1630,715030.0,1.0
10,1174,103158.0,0.6
11,1198,58485.0,0.7777777777777778
12,188,76544.0,0.6
13,189,73845.0,0.6
14,1165,106431.0,0.9047619047619048
15,1183,103420.0,0.7333333333333333
16,1648,63683.0,1.0
17,1657,728413.0,1.0
18,175,73102.0,0.75
19,1179,104466.0,0.5625
20,1448,77728.0,0.6666666666666666
21,1571,668665.0,0.8333333333333334
22,1641,638317.0,1.0
23,333,56944.0,0.5294117647058824
24,1147,103462.0,0.7647058823529411
25,1295,59479.0,0.8571428571428571
26,1464,74450.0,0.9411764705882352
27,981,107459.0,0.7142857142857143
28,985,183494.0,1.0
29,1461,82681.0,0.7777777777777778
30,1582,617987.0,1.0
31,1655,75261.0,0.7142857142857143
32,277,56233.0,1.0
33,961,55580.0,0.75
34,1063,63430.0,1.0
35,1140,105943.0,0.75
36,1606,108582.0,0.7857142857142857
37,816,57601.0,0.9565217391304348
38,983,110340.0,0.6923076923076923
39,1109,107064.0,1.0
40,1455,629629.0,1.0
41,165,66316.0,0.8333333333333334
42,24,54792.0,1.0
43,1070,71455.0,1.0
44,1274,60488.0,0.75
45,1321,70022.0,0.5609756097560976
46,1342,70761.0,0.5416666666666666
47,1459,606320.0,1.0
48,1156,102039.0,0.7777777777777778
49,1170,101633.0,0.7777777777777778
50,1226,127310.0,0.75
51,1614,579019.0,0.9333333333333332
52,839,56937.0,1.0
53,111,54984.0,0.7727272727272727
54,1168,101061.0,0.6
55,1338,70987.0,0.8837209302325582
56,1470,80976.0,1.0
57,177,76261.0,0.8
58,1013,63487.0,0.8181818181818182
59,1294,76546.0,0.8571428571428571
60,1297,72168.0,0.8333333333333334
61,1319,72907.0,0.5714285714285714
62,364,56776.0,1.0
63,986,180273.0,0.8333333333333334
64,1453,640479.0,1.0
65,1597,633943.0,1.0
66,184,69089.0,0.8
67,7,56285.0,0.75
68,950,53904.0,0.95
69,980,117780.0,1.0
70,1017,71854.0,1.0
71,1236,108096.0,1.0
72,1282,18575.0,0.5652173913043478
73,1660,657202.0,1.0
74,1153,96128.0,0.7777777777777778
75,1180,103747.0,1.0
76,1191,105916.0,0.7368421052631579
77,1457,643262.0,1.0
78,1460,610547.0,1.0
79,982,106450.0,0.9411764705882352
80,1108,102374.0,0.75
81,1602,58383.0,1.0
82,1649,66251.0,1.0
83,193,69501.0,0.8
84,896,56093.0,1.0
85,1154,101976.0,0.7333333333333333
86,1240,109448.0,1.0
87,1276,55118.0,1.0
88,1653,64234.0,1.0
89,186,78369.0,0.8
90,1011,70258.0,1.0
91,185,69277.0,0.8
92,968,108727.0,1.0
93,885,54317.0,1.0
94,954,344992.0,1.0
95,1064,71030.0,0.5555555555555556
96,1121,101922.0,0.6470588235294118
97,1472,67116.0,1.0
98,976,135522.0,1.0
99,1022,74888.0,1.0
100,1067,73454.0,1.0
101,1161,103574.0,0.7368421052631579
102,1651,593688.0,1.0
103,1237,124666.0,1.0
104,1661,137813.0,1.0
105,296,56380.0,1.0
106,402,57113.0,1.0
107,984,345042.0,0.7272727272727273
108,1101,104382.0,0.6875
109,1532,598791.0,1.0
110,170,68607.0,0.75
111,272,56225.0,1.0
112,817,57110.0,0.9565217391304348
113,1092,101461.0,0.7333333333333333
114,565,56162.0,0.6470588235294118
115,1136,100712.0,0.6666666666666666
116,1230,110715.0,1.0
117,1439,75331.0,0.75
118,1662,168640.0,1.0
