,T1026,T1035,T1159,T1388,T51,T684,T685,T779,T78,T835,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,0,0,0,0,0,0,0.0,0.023603209727367187,12
1,0,0,0,0,0,0,0,0,1,0,0.0,0.023750484632326402,24
2,0,0,0,0,0,0,0,0,0,1,0.0,0.025741560612512687,15
3,1,0,0,0,0,0,0,0,0,0,0.0,0.02593228956009578,16
4,0,0,0,0,0,0,0,0,0,0,0.0,0.02877887891984155,3
5,0,0,0,1,0,0,0,0,0,0,0.0,0.028893284407998595,4
6,0,0,0,0,0,0,1,0,0,0,0.0,0.029818065449757184,4
7,0,0,0,0,0,1,0,0,0,0,0.0,0.029820341537025768,1
8,0,0,0,0,0,0,0,0,1,1,0.0,0.03062106717879952,2
9,0,1,0,0,0,0,0,0,0,0,0.0,0.03095109482223028,2
10,0,0,0,0,0,0,0,1,0,0,0.0,0.030981703576512136,4
11,1,0,0,0,0,0,0,0,1,0,0.0,0.03148913349901869,1
12,1,0,0,0,0,0,0,0,0,1,0.0,0.033148433799297466,1
13,0,0,0,0,0,0,1,0,1,0,0.0,0.03383468094851841,1
14,0,0,0,0,0,0,0,1,1,0,0.0,0.03480227177495038,1
15,0,0,1,0,0,0,1,0,0,0,0.0,0.03549089319170955,1
16,0,0,0,1,0,0,0,0,0,1,0.0,0.035529592518966466,1
17,0,0,1,0,0,0,0,1,0,0,0.0,0.03640640458954729,2
18,1,0,0,0,0,0,1,0,0,0,0.0,0.03648710819999558,1
19,1,1,0,0,0,0,0,0,0,0,0.0,0.03835140416379176,1
20,0,0,0,0,0,0,0,1,0,1,0.1,0.036717415259991414,1
21,0,0,0,0,0,1,1,0,0,0,0.0,0.03946975276991842,1
22,0,0,0,0,0,0,1,0,0,0,0.1,0.029818065449757184,1
