,T1032,T1055,T1198,T1481,T1538,T17,T215,T278,T413,T474,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,0,0,0,0,0,0,0.0,0.031027372762820617,35
1,0,0,1,0,0,0,0,0,1,0,0.0,0.031476350895083084,25
2,0,0,1,0,0,1,0,0,0,0,0.0,0.03292089726024003,8
3,0,0,0,0,0,0,0,0,1,0,0.0,0.035457574750838466,5
4,0,0,1,0,1,0,0,0,0,0,0.0,0.03552369921249377,2
5,0,1,1,0,0,0,0,0,0,0,0.0,0.03592643818924584,4
6,0,0,0,0,0,1,0,0,1,0,0.0,0.036661067713737824,8
7,0,0,1,0,0,0,0,1,0,0,0.0,0.03728566209155495,2
8,0,0,0,0,0,1,0,0,0,0,0.0,0.03737437332802971,2
9,0,0,1,0,0,0,1,0,0,0,0.0,0.03812787641175292,1
10,0,1,1,0,0,0,0,0,0,0,0.1,0.03592643818924584,1
11,0,0,0,0,0,0,0,1,1,0,0.0,0.04140719647136526,1
12,0,1,0,0,0,1,0,0,0,0,0.0,0.04167487295679599,1
13,0,0,0,1,0,0,0,0,0,0,0.0,0.04173740633888643,1
14,1,0,0,0,0,0,0,0,1,0,0.0,0.0426924873518168,1
15,0,0,0,1,0,1,0,0,0,0,0.0,0.043002546404589705,2
16,0,0,0,0,0,1,0,1,1,0,0.0,0.049976749284702415,1
