,T1056,T1079,T1195,T1395,T1576,T242,T336,T395,T630,T818,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,0,0,0,0,0,0.0,0.025953024722053082,52
1,0,1,0,0,0,0,1,0,0,0,0.0,0.029573337919250042,14
2,0,0,0,0,1,0,0,0,0,0,0.0,0.030897040321569993,4
3,0,1,0,0,1,0,0,0,0,0,0.0,0.03094457688276374,1
4,0,1,0,0,0,0,0,0,0,1,0.0,0.031011489791404095,4
5,0,1,0,1,0,0,0,0,0,0,0.0,0.03115973564547944,4
6,0,1,0,0,1,0,0,0,0,0,0.1,0.03094457688276374,1
7,0,0,0,0,0,0,1,0,0,0,0.0,0.03163270594471883,2
8,0,1,0,0,0,0,0,1,0,0,0.0,0.03198087885627342,2
9,1,1,0,0,0,0,0,0,0,0,0.0,0.03333105466901952,2
10,0,1,0,0,0,1,0,0,0,0,0.0,0.03339342132018223,1
11,0,0,0,0,0,0,0,0,0,1,0.0,0.033537892364745345,1
12,0,0,0,1,0,0,0,0,0,0,0.0,0.0336640722825285,1
13,0,0,0,0,0,0,0,1,0,0,0.0,0.03480582811172903,2
14,1,1,0,0,0,0,0,0,0,0,0.1,0.03333105466901952,1
15,0,0,0,0,0,0,1,0,0,1,0.0,0.035987747186398446,1
16,1,0,0,0,0,0,0,0,0,0,0.0,0.03654337929152376,1
17,0,0,0,0,0,1,0,0,0,0,0.0,0.03664730842913267,1
18,0,0,0,0,0,0,1,1,0,0,0.0,0.037086556629967946,1
19,1,0,0,0,0,0,1,0,0,0,0.0,0.03860457215135561,1
20,0,0,0,0,0,1,1,0,0,0,0.0,0.038685086997999094,1
21,0,1,0,0,0,0,0,0,0,0,0.1,0.025953024722053082,1
22,1,0,0,0,0,0,0,0,0,1,0.0,0.04040120381605089,1
