,T111,T132,T154,T16,T17,T35,T45,T69,T78,T9,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,4.0953484795427265e-05,39
1,0,0,0,0,0,0,0,0,1,0,0.0,0.0033515724844023547,4
2,0,1,0,0,0,0,0,0,0,0,0.0,0.003358904794022122,6
3,0,0,0,0,0,0,0,1,0,0,0.0,0.0033723546498576934,16
4,0,0,1,0,0,0,0,0,0,0,0.0,0.0033731739798732504,2
5,0,0,0,0,1,0,0,0,0,0,0.0,0.003375796589050805,4
6,0,0,0,0,0,0,1,0,0,0,0.0,0.003397241217288749,7
7,1,0,0,0,0,0,0,0,0,0,0.0,0.0033977383466761235,4
8,0,0,0,1,0,0,0,0,0,0,0.0,0.003398898717478422,8
9,0,0,0,0,0,0,0,0,0,1,0.0,0.003538063460988183,7
10,0,0,0,0,0,1,0,0,0,0,0.0,0.0066988629464240865,1
11,0,1,1,0,0,0,0,0,0,0,0.0,0.013358215349747302,1
12,0,0,0,0,0,0,0,1,0,1,0.0,0.013540951935211046,1
