,T102,T108,T119,T168,T190,T251,T266,T276,T7,T75,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,3.973089611844978e-05,29
1,0,0,0,0,0,0,0,0,1,0,0.0,0.003374561830672202,8
2,0,0,0,0,0,1,0,0,0,0,0.0,0.0033770878313852883,5
3,0,0,1,0,0,0,0,0,0,0,0.0,0.0033819998864139736,4
4,0,0,0,1,0,0,0,0,0,0,0.0,0.0033821014235189233,12
5,0,0,0,0,0,0,1,0,0,0,0.0,0.0034060752127526945,9
6,0,0,0,0,0,0,0,0,0,1,0.0,0.003563691847288282,7
7,1,0,0,0,0,0,0,0,0,0,0.0,0.00385839262758248,6
8,0,0,0,0,1,0,0,0,0,0,0.0,0.004157036212330317,7
9,0,1,0,0,0,0,0,0,0,0,0.0,0.00454709036931623,9
10,0,0,0,0,0,0,0,1,0,0,0.0,0.006667896747776374,1
11,0,0,0,0,0,0,1,0,1,0,0.0,0.01342595526831525,1
12,0,0,0,0,0,0,1,0,0,1,0.0,0.013761499353026653,1
13,0,0,0,0,0,0,0,0,1,0,0.1,0.003374561830672202,1
