,T104,T149,T17,T187,T286,T34,T42,T62,T77,T87,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,1,0,0,0,0,0,0.0,0.0033993249226602802,27
1,0,0,0,0,0,0,0,0,0,0,0.0,0.004331459351967932,30
2,0,0,0,0,0,0,0,0,0,1,0.0,0.007082276609559275,1
3,1,0,0,0,0,0,0,0,0,0,0.0,0.007525466618410883,7
4,0,0,0,1,0,0,0,0,0,0,0.0,0.007636119640948489,4
5,0,0,0,0,0,0,0,1,0,0,0.0,0.00764101123250446,3
6,0,0,1,0,0,0,0,0,0,0,0.0,0.0076464952834197335,5
7,0,0,0,0,0,0,0,0,1,0,0.0,0.00764975558900712,7
8,0,1,0,0,0,0,0,0,0,0,0.0,0.007670139401319413,4
9,0,0,0,0,0,1,0,0,0,0,0.0,0.007880630138523885,5
10,0,0,0,0,0,0,1,0,0,0,0.0,0.01089854652832823,1
11,0,0,0,0,0,1,0,0,0,0,0.1,0.007880630138523885,1
12,0,0,0,1,1,0,0,0,0,0,0.1,0.013399426410550298,1
13,0,0,0,0,1,1,0,0,0,0,0.1,0.013717146515981597,1
14,0,0,0,1,0,1,0,0,0,0,0.1,0.017896085341262646,1
15,1,0,1,0,0,0,0,0,0,0,0.0,0.017521265279723745,1
16,1,0,0,0,0,0,0,0,1,0,0.0,0.017528774871677387,1
