,T108,T157,T16,T189,T196,T227,T232,T45,T67,T73,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,1.621541681173011e-05,38
1,0,0,0,0,0,0,0,0,1,0,0.0,0.003348608779195662,7
2,0,0,0,0,0,0,0,0,0,1,0.0,0.003372343363409162,7
3,0,1,0,0,0,0,0,0,0,0,0.0,0.0034245553490900565,2
4,0,0,1,0,0,0,0,0,0,0,0.0,0.0035006492626328163,6
5,0,0,0,0,0,0,0,1,0,0,0.0,0.003501911164719019,9
6,0,0,0,0,1,0,0,0,0,0,0.0,0.003609749705239931,11
7,1,0,0,0,0,0,0,0,0,0,0.0,0.0036248822260128238,4
8,0,0,0,0,0,1,0,0,0,0,0.0,0.0037964096200953142,5
9,0,0,0,1,0,0,0,0,0,0,0.0,0.0038306947546248786,6
10,0,0,0,0,0,0,0,0,0,0,0.1,1.621541681173011e-05,2
11,0,0,0,0,0,0,1,0,0,0,0.0,0.006676707829222952,1
12,0,0,0,0,0,0,0,0,1,1,0.0,0.013376018546708989,1
13,0,0,0,0,0,0,0,0,0,1,0.1,0.003372343363409162,1
