,T136,T145,T199,T208,T24,T246,T265,T82,T83,T84,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.00016051510182412792,41
1,0,0,0,0,0,0,0,1,0,0,0.0,0.0034464713502163633,7
2,0,0,0,1,0,0,0,0,0,0,0.0,0.0034902932603437234,6
3,0,0,0,0,0,1,0,0,0,0,0.0,0.003493693400040486,4
4,0,0,1,0,0,0,0,0,0,0,0.0,0.0034956240267891175,7
5,0,0,0,0,1,0,0,0,0,0,0.0,0.003512097998296355,6
6,0,1,0,0,0,0,0,0,0,0,0.0,0.0035125888364735906,2
7,0,0,0,0,0,0,1,0,0,0,0.0,0.0036707346610260587,7
8,0,0,0,0,0,0,0,0,1,0,0.0,0.003705453322815612,8
9,1,0,0,0,0,0,0,0,0,0,0.0,0.0038832675266386473,10
10,0,0,0,0,0,0,0,0,0,1,0.0,0.006697965238820604,1
11,0,0,0,0,0,0,1,1,0,0,0.1,0.013761050005842306,1
