,index,time,rate
0,1004,72218.0,0.1666666666666666
1,1006,65706.0,0.6363636363636364
2,1008,66767.0,0.6
3,1011,70258.0,1.0
4,1012,65224.0,0.3333333333333333
5,1013,63487.0,0.8181818181818182
6,1015,62814.0,0.375
7,1017,71854.0,1.0
8,1018,67979.0,0.1666666666666666
9,1020,70137.0,1.0
10,1021,69925.0,0.1666666666666666
11,1022,74888.0,1.0
12,1023,72901.0,0.2857142857142857
13,1024,73033.0,0.375
14,1026,74064.0,0.4285714285714285
15,1034,76761.0,0.1428571428571428
16,1035,73280.0,0.1428571428571428
17,1036,73213.0,0.1428571428571428
18,1041,68935.0,0.1428571428571428
19,1042,75620.0,0.1428571428571428
20,1043,69945.0,0.1428571428571428
21,1045,74953.0,0.1428571428571428
22,1046,68269.0,0.1428571428571428
23,1047,98518.0,0.375
24,1049,63636.0,0.2857142857142857
25,1051,49434.0,0.2857142857142857
26,1053,67313.0,0.1666666666666666
27,1054,62199.0,0.1666666666666666
28,1056,62396.0,0.1666666666666666
29,1058,60284.0,0.1666666666666666
30,1059,74612.0,0.1666666666666666
31,1061,74503.0,0.4444444444444444
32,1062,73972.0,0.375
33,1064,71030.0,0.5555555555555556
34,1069,75507.0,0.8571428571428571
35,1071,74619.0,1.0
36,1072,64094.0,1.0
37,1073,62697.0,0.5714285714285714
38,1076,38987.0,0.7307692307692307
39,1077,117682.0,0.6
40,1079,99670.0,0.7222222222222222
41,1080,107799.0,0.6
42,1081,103886.0,0.6
43,1083,105842.0,0.6666666666666666
44,1084,110763.0,0.5333333333333333
45,1085,106119.0,0.5333333333333333
46,1086,108785.0,0.5333333333333333
47,1087,105447.0,0.5882352941176471
48,1089,107336.0,0.7058823529411765
49,1090,108964.0,0.5333333333333333
50,1091,107015.0,0.5333333333333333
51,1092,101461.0,0.7333333333333333
52,1093,102905.0,0.5333333333333333
53,1097,104997.0,0.5333333333333333
54,1098,104035.0,0.5333333333333333
55,1099,104558.0,0.6666666666666666
56,1100,100020.0,0.6875
57,1101,104382.0,0.6875
58,1103,104445.0,0.5333333333333333
59,1104,102116.0,0.7333333333333333
60,1105,101495.0,0.5333333333333333
61,1107,55760.0,0.5625
62,1108,102374.0,0.75
63,1109,107064.0,1.0
64,1112,104782.0,0.5333333333333333
65,1115,69823.0,0.7058823529411765
66,1116,99663.0,0.6470588235294118
67,1117,99793.0,0.5625
68,1118,102548.0,0.5333333333333333
69,1119,69458.0,0.9444444444444444
70,1121,101922.0,0.6470588235294118
71,1122,104723.0,0.75
72,1124,104528.0,0.5333333333333333
73,1128,103172.0,0.5333333333333333
74,1130,104695.0,0.5333333333333333
75,1134,104306.0,0.5333333333333333
76,1135,102897.0,0.75
77,1136,100712.0,0.6666666666666666
78,1139,100557.0,0.7058823529411765
79,1140,105943.0,0.75
80,1141,108340.0,0.5333333333333333
81,1142,105522.0,0.5333333333333333
82,1143,102071.0,0.7894736842105263
83,1144,86130.0,0.6666666666666666
84,1147,103462.0,0.7647058823529411
85,1152,105094.0,0.75
86,1154,101976.0,0.7333333333333333
87,1156,102039.0,0.7777777777777778
88,1157,102730.0,0.8
89,1161,103574.0,0.7368421052631579
90,1163,103276.0,0.631578947368421
91,1165,106431.0,0.9047619047619048
92,1171,110544.0,0.6
93,1172,100542.0,0.75
94,1173,103636.0,0.6
95,1174,103158.0,0.6
96,1177,102668.0,0.5294117647058824
97,1178,40050.0,0.6
98,1182,104512.0,0.6
99,1184,100840.0,0.6666666666666666
100,1187,82861.0,0.5625
101,1188,102480.0,0.5625
102,1190,104292.0,0.5625
103,1191,105916.0,0.7368421052631579
104,1192,104668.0,0.5625
105,1194,82638.0,0.2
106,1199,69753.0,0.5555555555555556
107,1200,74257.0,0.2
108,1204,102494.0,0.4285714285714285
109,1206,102403.0,0.4285714285714285
110,1208,105952.0,0.4285714285714285
111,1210,101543.0,0.4285714285714285
112,1215,105606.0,0.4285714285714285
113,1216,103016.0,0.4285714285714285
114,1218,105987.0,0.4285714285714285
115,1224,104825.0,0.4285714285714285
116,1227,89036.0,0.6666666666666666
117,1228,74889.0,0.6666666666666666
118,1229,110236.0,1.0
119,1230,110715.0,1.0
120,1231,130785.0,1.0
121,1233,107516.0,1.0
122,1234,111773.0,1.0
123,1235,115220.0,1.0
124,1239,105850.0,1.0
125,1241,147242.0,1.0
126,1244,82883.0,0.1428571428571428
127,1246,76502.0,0.2222222222222222
128,1247,73595.0,0.1428571428571428
129,1248,77593.0,0.3333333333333333
130,1249,60673.0,0.25
131,1251,74725.0,0.3333333333333333
132,1253,55860.0,0.0714285714285714
133,1256,55237.0,0.4444444444444444
134,1258,57905.0,0.0588235294117647
135,1259,59444.0,0.5714285714285714
136,1260,58866.0,0.6111111111111112
137,1261,55431.0,0.1111111111111111
138,1262,58284.0,0.2727272727272727
139,1263,63421.0,0.3571428571428571
140,1264,58743.0,0.4166666666666667
141,1266,56724.0,0.0769230769230769
142,1267,55237.0,0.125
143,1268,55844.0,0.3333333333333333
144,1269,61646.0,0.1739130434782608
145,1270,57381.0,1.0
146,1271,57035.0,0.3
147,1272,56391.0,1.0
148,1276,55118.0,1.0
149,1277,60660.0,1.0
150,1281,22836.0,0.2142857142857142
151,1283,70271.0,0.2777777777777778
152,1285,57628.0,0.2666666666666666
153,1286,77857.0,0.2666666666666666
154,1287,594154.0,0.3529411764705882
155,1288,660800.0,0.3333333333333333
156,1289,96512.0,0.2666666666666666
157,1290,568769.0,0.3571428571428571
158,1293,78058.0,0.8571428571428571
159,1294,76546.0,0.8571428571428571
160,1298,73068.0,0.8333333333333334
161,1299,96651.0,0.4
162,1301,76498.0,0.4
163,1302,71122.0,0.2424242424242424
164,1306,71827.0,0.28125
165,1313,72485.0,0.2068965517241379
166,1314,71557.0,0.2333333333333333
167,1317,70661.0,0.3823529411764705
168,1318,69238.0,0.4
169,1320,73361.0,0.5121951219512195
170,1322,71562.0,0.4117647058823529
171,1323,71767.0,0.4444444444444444
172,1325,70947.0,0.5
173,1326,71318.0,0.4864864864864865
174,1327,72551.0,0.5135135135135135
175,1328,70794.0,0.4722222222222222
176,1330,71008.0,0.6097560975609756
177,1331,70130.0,0.3888888888888889
178,1333,71862.0,0.4285714285714285
179,1336,72753.0,0.4210526315789473
180,1337,70954.0,0.5686274509803921
181,1338,70987.0,0.8837209302325582
182,1339,71852.0,0.3333333333333333
183,1340,71939.0,0.3333333333333333
184,1341,70801.0,0.3529411764705882
185,1342,70761.0,0.5416666666666666
186,1343,71904.0,0.6862745098039216
187,1344,71348.0,0.3333333333333333
188,1345,70416.0,0.3529411764705882
189,1347,71335.0,0.4444444444444444
190,1348,42807.0,0.3529411764705882
191,1351,71853.0,0.4054054054054054
192,1353,71291.0,0.3714285714285714
193,1355,70361.0,0.3714285714285714
194,1357,71374.0,0.4871794871794871
195,1358,72778.0,0.3714285714285714
196,1360,73336.0,0.4054054054054054
197,1365,75554.0,0.2307692307692307
198,1366,81189.0,0.25
199,1367,86314.0,0.25
200,1370,88652.0,0.25
201,1371,88194.0,0.25
202,1373,87459.0,0.25
203,1375,76492.0,0.25
204,1376,73215.0,0.25
205,1378,79532.0,0.25
206,1382,38833.0,0.25
207,1383,72297.0,0.25
208,1384,76549.0,0.25
209,1386,76163.0,0.25
210,1391,75298.0,0.25
211,1392,74829.0,0.25
212,1393,73885.0,0.25
213,1394,77054.0,0.25
214,1395,76109.0,0.3076923076923077
215,1399,72055.0,0.3076923076923077
216,1400,69589.0,0.3076923076923077
217,1401,69949.0,0.3076923076923077
218,1411,72623.0,0.2666666666666666
219,1413,72778.0,0.4375
220,1417,71926.0,0.5384615384615384
221,1418,77330.0,1.0
222,1420,73568.0,0.7777777777777778
223,1423,76994.0,0.5555555555555556
224,1425,73157.0,0.6666666666666666
225,1426,76595.0,0.3076923076923077
226,1428,75571.0,0.25
227,1431,56307.0,0.3333333333333333
228,1432,73217.0,0.7692307692307693
229,1437,88283.0,0.4166666666666667
230,1438,55873.0,0.1111111111111111
231,1439,75331.0,0.75
232,1440,71786.0,0.5
233,1441,73421.0,0.5
234,1443,71155.0,0.7
235,1445,81442.0,0.6666666666666666
236,1452,618684.0,1.0
237,1453,640479.0,1.0
238,1454,647816.0,1.0
239,1456,632303.0,1.0
240,1457,643262.0,1.0
241,1459,606320.0,1.0
242,1461,82681.0,0.7777777777777778
243,1463,74333.0,0.7272727272727273
244,1464,74450.0,0.9411764705882352
245,1465,74634.0,0.9166666666666666
246,1466,79495.0,0.5833333333333334
247,1468,75713.0,0.6153846153846154
248,1469,72239.0,0.8823529411764706
249,1470,80976.0,1.0
250,1476,584025.0,0.2222222222222222
251,1477,563338.0,0.75
252,1480,569947.0,0.375
253,1482,552023.0,0.3448275862068966
254,1484,593029.0,0.25
255,1485,607655.0,0.2941176470588235
256,1487,328969.0,0.88
257,1488,576489.0,0.4285714285714285
258,1489,584007.0,0.75
259,1492,585120.0,0.25
260,1493,609934.0,0.3333333333333333
261,1499,588011.0,0.125
262,1500,629582.0,0.125
263,1501,289074.0,0.4666666666666667
264,1502,569702.0,1.0
265,1504,543168.0,0.5882352941176471
266,1507,582875.0,0.6
267,1508,553231.0,0.4615384615384615
268,1512,572128.0,0.125
269,1517,574926.0,0.4615384615384615
270,1518,571872.0,0.2222222222222222
271,1519,561130.0,0.3
272,1520,557342.0,0.5
273,1526,56198.0,0.5
274,1527,90944.0,0.5625
275,1528,73488.0,0.4615384615384615
276,1529,601046.0,0.5
277,1532,598791.0,1.0
278,1533,604097.0,0.3043478260869565
279,1534,611787.0,0.3157894736842105
280,1536,11871.0,0.5714285714285714
281,1539,613900.0,0.4444444444444444
282,1542,614656.0,0.25
283,1544,603675.0,0.25
284,1545,64070.0,0.2222222222222222
285,1546,57216.0,0.125
286,1547,57801.0,0.1428571428571428
287,1553,59287.0,0.1428571428571428
288,1556,59048.0,0.1428571428571428
289,1559,59793.0,0.1428571428571428
290,1561,57405.0,0.1428571428571428
291,1563,59430.0,0.1428571428571428
292,1568,58421.0,0.1428571428571428
293,1571,668665.0,0.8333333333333334
294,1572,23889.0,0.3809523809523809
295,1573,460341.0,0.5
296,1574,609832.0,0.3636363636363636
297,1575,121311.0,0.4
298,1577,564456.0,0.5
299,1579,572425.0,0.4864864864864865
300,1580,623463.0,0.2857142857142857
301,1582,617987.0,1.0
302,1583,579098.0,0.6363636363636364
303,1586,601580.0,1.0
304,1592,71083.0,0.5
305,1593,590599.0,0.4
306,1595,611583.0,0.4
307,1598,59472.0,0.4285714285714285
308,1599,293464.0,0.6428571428571429
309,1600,593845.0,0.9629629629629628
310,1601,60422.0,0.4285714285714285
311,1602,58383.0,1.0
312,1604,591171.0,0.2222222222222222
313,1609,324458.0,0.3846153846153846
314,1611,538383.0,0.3636363636363636
315,1613,97029.0,0.9333333333333332
316,1614,579019.0,0.9333333333333332
317,1615,58129.0,0.1428571428571428
318,1616,60723.0,0.1428571428571428
319,1617,60745.0,0.6666666666666666
320,1618,158287.0,1.0
321,1619,59803.0,0.3
322,1620,61905.0,0.75
323,1622,61279.0,0.4
324,1624,551963.0,0.6666666666666666
325,1627,695419.0,1.0
326,1628,715169.0,1.0
327,1630,715030.0,1.0
328,1631,570229.0,0.3333333333333333
329,1632,728997.0,1.0
330,1633,578420.0,0.4615384615384615
331,1638,71617.0,0.5
332,1640,613325.0,1.0
333,1643,59057.0,0.25
334,1645,574220.0,0.5454545454545454
335,1646,174825.0,0.5454545454545454
336,1649,66251.0,1.0
337,1650,64387.0,1.0
338,1651,593688.0,1.0
339,1652,62265.0,0.2
340,1653,64234.0,1.0
341,1656,62898.0,0.5
342,1657,728413.0,1.0
343,1658,62162.0,0.5
344,1659,61682.0,0.4
345,1661,137813.0,1.0
346,595,53966.0,0.1176470588235294
347,598,54856.0,0.1428571428571428
348,599,55280.0,0.0476190476190476
349,601,54266.0,0.0476190476190476
350,603,57115.0,0.0476190476190476
351,604,54786.0,0.0476190476190476
352,605,56409.0,0.1
353,613,57544.0,0.1666666666666666
354,615,59259.0,0.1666666666666666
355,617,57509.0,0.1666666666666666
356,622,55250.0,0.1666666666666666
357,625,55616.0,0.1666666666666666
358,626,56905.0,0.2222222222222222
359,630,56973.0,0.1666666666666666
360,632,57739.0,0.1666666666666666
361,634,55843.0,0.1666666666666666
362,640,56594.0,0.1666666666666666
363,645,55704.0,0.2222222222222222
364,646,57205.0,0.2222222222222222
365,647,56470.0,0.1666666666666666
366,649,55372.0,0.2222222222222222
367,650,56402.0,0.2222222222222222
368,651,58034.0,0.1666666666666666
369,652,55694.0,0.1666666666666666
370,655,54094.0,0.3888888888888889
371,656,54649.0,0.2222222222222222
372,657,55197.0,0.1666666666666666
373,658,54861.0,0.2222222222222222
374,659,56291.0,0.1666666666666666
375,661,54138.0,0.2222222222222222
376,666,56957.0,0.1666666666666666
377,668,56379.0,0.1666666666666666
378,669,55911.0,0.1666666666666666
379,670,55483.0,0.1666666666666666
380,675,56023.0,0.2222222222222222
381,676,54687.0,0.1666666666666666
382,678,55922.0,0.1666666666666666
383,684,54886.0,0.1666666666666666
384,686,55303.0,0.1666666666666666
385,689,56181.0,0.1666666666666666
386,693,53844.0,0.2631578947368421
387,694,55760.0,0.3181818181818182
388,695,55649.0,0.1304347826086956
389,697,54791.0,0.1304347826086956
390,699,55843.0,0.0869565217391304
391,700,55074.0,0.0869565217391304
392,702,54367.0,0.0869565217391304
393,703,56335.0,0.0869565217391304
394,707,56013.0,0.0869565217391304
395,710,58375.0,0.1304347826086956
396,711,55072.0,0.1304347826086956
397,713,56551.0,0.1739130434782608
398,715,56376.0,0.1304347826086956
399,721,55518.0,0.1052631578947368
400,722,55730.0,0.1052631578947368
401,724,55689.0,0.1052631578947368
402,726,57512.0,0.1052631578947368
403,727,56801.0,0.1052631578947368
404,729,56179.0,0.0526315789473684
405,730,54650.0,0.1052631578947368
406,732,56951.0,0.1052631578947368
407,733,55367.0,0.1578947368421052
408,737,55461.0,0.1052631578947368
409,744,54944.0,0.1304347826086956
410,745,54170.0,0.1304347826086956
411,748,55841.0,0.1739130434782608
412,753,54792.0,0.0869565217391304
413,754,55004.0,0.0869565217391304
414,756,55064.0,0.0869565217391304
415,757,55382.0,0.4166666666666667
416,758,54582.0,0.1304347826086956
417,760,55033.0,0.1304347826086956
418,761,56462.0,0.1304347826086956
419,763,54234.0,0.0869565217391304
420,764,56269.0,0.0869565217391304
421,765,55323.0,0.1304347826086956
422,766,54755.0,0.0869565217391304
423,767,54849.0,0.0869565217391304
424,769,55564.0,0.217391304347826
425,770,56458.0,0.1304347826086956
426,771,55810.0,0.217391304347826
427,772,57492.0,0.1304347826086956
428,773,56600.0,0.0869565217391304
429,774,56915.0,0.1304347826086956
430,775,57089.0,0.75
431,776,55913.0,0.35
432,777,55553.0,0.1052631578947368
433,780,57436.0,0.0526315789473684
434,782,54579.0,0.3043478260869565
435,783,54946.0,0.1052631578947368
436,787,54447.0,0.1052631578947368
437,789,54728.0,0.1052631578947368
438,792,57085.0,0.0526315789473684
439,794,54515.0,0.0526315789473684
440,796,55231.0,0.1052631578947368
441,797,57296.0,0.1052631578947368
442,799,56012.0,0.1578947368421052
443,800,54876.0,0.1578947368421052
444,802,57045.0,0.0526315789473684
445,804,54627.0,0.2105263157894736
446,805,54592.0,0.1578947368421052
447,806,55097.0,0.2857142857142857
448,807,55960.0,0.2
449,813,54987.0,0.6086956521739131
450,814,55224.0,0.3333333333333333
451,817,57110.0,0.9565217391304348
452,821,56300.0,0.21875
453,825,54640.0,0.3103448275862069
454,827,57548.0,0.3103448275862069
455,828,55850.0,0.4571428571428571
456,829,54939.0,0.5
457,832,54464.0,0.3448275862068966
458,833,56561.0,0.5185185185185185
459,835,56459.0,0.4
460,839,56937.0,1.0
461,840,55944.0,0.1818181818181818
462,847,56057.0,0.25
463,848,55813.0,0.25
464,850,56037.0,0.25
465,855,56885.0,0.7647058823529411
466,856,56454.0,0.6875
467,857,55223.0,0.6428571428571429
468,859,55308.0,0.6428571428571429
469,860,57186.0,0.6428571428571429
470,861,56520.0,0.6428571428571429
471,863,54789.0,0.5714285714285714
472,865,60632.0,0.1
473,868,57407.0,0.1
474,873,56845.0,0.3
475,874,58813.0,0.1
476,875,56640.0,0.7
477,876,57257.0,0.1
478,877,58371.0,0.1
479,878,68860.0,0.4444444444444444
480,879,64289.0,0.3809523809523809
481,880,59604.0,0.5
482,881,59171.0,0.2941176470588235
483,882,55561.0,0.2352941176470588
484,883,55906.0,0.2941176470588235
485,884,57962.0,0.25
486,887,57840.0,0.3125
487,889,54481.0,0.3125
488,890,56898.0,0.4375
489,893,58051.0,0.3125
490,894,57079.0,0.375
491,895,55684.0,0.5
492,896,56093.0,1.0
493,901,55420.0,0.3571428571428571
494,905,57952.0,0.2857142857142857
495,907,60163.0,0.2857142857142857
496,908,56667.0,0.2857142857142857
497,912,55586.0,0.7142857142857143
498,913,56755.0,0.3571428571428571
499,914,55867.0,0.2857142857142857
500,916,59408.0,0.5
501,917,56263.0,0.2222222222222222
502,921,56254.0,0.3333333333333333
503,923,63713.0,0.3333333333333333
504,925,63780.0,0.25
505,926,64736.0,0.25
506,927,71082.0,0.25
507,928,67969.0,0.25
508,930,70247.0,0.25
509,934,67058.0,0.4
510,935,67643.0,0.25
511,936,69336.0,1.0
512,938,52453.0,0.5357142857142857
513,939,54655.0,0.4782608695652174
514,940,54256.0,0.5862068965517241
515,941,54521.0,0.3181818181818182
516,944,48310.0,0.2941176470588235
517,948,55483.0,0.2352941176470588
518,949,55679.0,0.1666666666666666
519,950,53904.0,0.95
520,952,58895.0,0.5
521,953,101821.0,1.0
522,954,344992.0,1.0
523,955,155379.0,1.0
524,956,54539.0,0.375
525,958,54328.0,0.375
526,959,55974.0,0.375
527,961,55580.0,0.75
528,964,71885.0,0.9333333333333332
529,968,108727.0,1.0
530,971,104971.0,0.8333333333333334
531,976,135522.0,1.0
532,977,106670.0,0.7
533,978,119431.0,0.9142857142857144
534,983,110340.0,0.6923076923076923
535,985,183494.0,1.0
536,988,65818.0,0.4444444444444444
537,990,47252.0,0.4166666666666667
538,993,70420.0,0.3333333333333333
539,995,67348.0,0.1666666666666666
540,996,68403.0,0.5
541,997,65781.0,0.1666666666666666
542,998,62503.0,0.2857142857142857
