,T1109,T1164,T1165,T1192,T1348,T1381,T550,T597,T845,T924,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0,0,0,0,0,0.0,0.052826627382979316,25
1,1,0,1,0,0,0,0,0,0,0,0.0,0.05303069232801529,23
2,0,0,1,0,0,0,0,0,0,0,0.0,0.05518028540891498,11
3,1,1,0,0,0,0,0,0,0,0,0.0,0.05662317661064041,4
4,1,0,0,0,1,0,0,0,0,0,0.0,0.05768425795959116,4
5,0,1,1,0,0,0,0,0,0,0,0.0,0.05850307832608782,2
6,1,0,0,0,0,0,0,0,1,0,0.0,0.05932803429251088,7
7,1,0,0,1,0,0,0,0,0,0,0.0,0.05962976386672836,3
8,0,1,0,0,0,0,0,0,0,0,0.0,0.06054833873257653,6
9,1,0,0,0,0,0,0,0,0,1,0.0,0.060925765452122874,3
10,0,0,1,1,0,0,0,0,0,0,0.0,0.061587745447771264,3
11,1,0,0,0,0,0,0,1,0,0,0.0,0.061816227379365776,2
12,0,0,1,0,0,0,0,0,0,1,0.0,0.06304124991585931,1
13,0,0,0,1,0,0,0,0,0,0,0.0,0.06417088155418292,1
14,0,1,0,0,1,0,0,0,0,0,0.0,0.06452411006762376,2
15,0,1,0,0,0,0,0,0,1,0,0.0,0.06616350689891602,1
16,0,0,0,0,1,0,0,0,0,0,0.0,0.0674743984049197,1
17,0,0,0,0,0,0,0,0,1,1,0.0,0.07290426112661662,1
