,T1011,T1073,T1130,T1176,T1353,T1435,T391,T49,T603,T774,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0,0,0,0,0,0.0,0.02996632054699864,55
1,1,1,0,0,0,0,0,0,0,0,0.0,0.034469053015104445,8
2,1,0,0,1,0,0,0,0,0,0,0.0,0.036417619465035245,5
3,0,1,0,0,0,0,0,0,0,0,0.0,0.03811807003023676,5
4,1,0,0,0,1,0,0,0,0,0,0.0,0.03821899781877103,3
5,1,0,1,0,0,0,0,0,0,0,0.0,0.03895868811332454,3
6,1,0,0,0,0,0,1,0,0,0,0.0,0.03915164474094272,6
7,0,0,0,1,0,0,0,0,0,0,0.0,0.03968102758370672,3
8,1,0,0,0,0,1,0,0,0,0,0.0,0.04029906345259586,1
9,1,0,0,0,0,0,0,0,0,1,0.0,0.041052545670916596,1
10,0,0,1,0,0,0,0,0,0,0,0.0,0.04106701723685573,3
11,1,0,0,0,0,0,0,1,0,0,0.0,0.042148309451483484,1
12,1,0,0,0,0,0,0,0,1,0,0.0,0.042534858983306334,2
13,0,0,0,0,1,0,0,0,0,0,0.0,0.0428341098483876,1
14,0,0,0,0,0,1,0,0,0,0,0.0,0.045669942507338745,1
15,1,0,0,1,0,0,0,0,0,0,0.1,0.036417619465035245,1
16,0,1,0,1,0,0,1,0,0,0,0.0,0.06112196339821181,1
