,T1016,T1084,T1121,T1261,T147,T1629,T687,T826,T869,T99,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,1,0,0,0,0,0.0,0.030638879326326137,25
1,0,0,1,0,0,1,0,0,0,0,0.0,0.03130231644496232,11
2,1,0,0,0,0,1,0,0,0,0,0.0,0.031685312719951585,20
3,0,1,0,0,0,1,0,0,0,0,0.0,0.03296497977392889,3
4,1,0,1,0,0,0,0,0,0,0,0.0,0.033226700011412,11
5,0,0,1,0,0,0,0,0,0,0,0.0,0.034077446652268174,4
6,0,1,1,0,0,0,0,0,0,0,0.0,0.0343924098824423,2
7,1,0,0,0,0,0,0,0,0,0,0.0,0.03501289095564913,2
8,1,1,0,0,0,0,0,0,0,0,0.0,0.03512981756567869,3
9,0,0,0,0,0,1,1,0,0,0,0.0,0.036361301203724536,1
10,0,1,0,0,0,0,0,0,0,0,0.0,0.036429811271586954,2
11,0,0,0,0,0,1,0,1,0,0,0.0,0.03655690513853649,3
12,0,0,1,0,0,0,1,0,0,0,0.0,0.03877753371219228,3
13,0,0,0,1,0,1,0,0,0,0,0.0,0.03913667019973935,2
14,1,0,0,0,0,0,1,0,0,0,0.0,0.03961085476032882,1
15,0,1,0,0,0,0,0,1,0,0,0.0,0.0411397408010349,1
16,0,0,1,0,0,0,0,0,0,1,0.0,0.04241106661038797,1
17,0,1,0,1,0,0,0,0,0,0,0.0,0.04420787639996178,1
18,1,0,0,0,0,0,0,0,0,1,0.1,0.04330327561150507,1
19,0,0,1,0,0,1,0,0,0,1,0.0,0.04732787440818833,1
20,1,1,0,1,0,0,0,0,0,0,0.0,0.05005444867738873,1
21,0,0,0,1,1,0,0,0,0,0,0.0,0.05449976750107605,1
