,T12,T13,T16,T21,T33,T36,T43,T59,T75,T87,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.012101771854763872,11
1,0,0,0,0,0,0,0,0,1,0,0.0,0.012943814488893837,10
2,0,0,0,0,0,0,0,1,0,0,0.0,0.013304146050112682,11
3,0,1,0,0,0,0,0,0,0,0,0.0,0.013342715153636796,8
4,0,0,0,0,0,0,1,0,0,0,0.0,0.013587277572624191,16
5,1,0,0,0,0,0,0,0,0,0,0.0,0.014017415450414907,8
6,0,0,0,0,1,0,0,0,0,0,0.0,0.014718531667894457,8
7,0,0,0,1,0,0,0,0,0,0,0.0,0.015606822926623697,5
8,0,0,1,0,0,0,0,0,0,0,0.0,0.016151358961430842,4
9,0,0,0,0,0,1,0,0,0,0,0.0,0.016307974845718214,2
10,0,0,0,0,0,0,0,0,0,1,0.0,0.01636124468062447,3
11,0,0,0,0,0,0,0,0,0,0,0.1,0.012101771854763872,1
12,0,0,0,0,0,0,0,1,1,0,0.0,0.021387151148610846,1
13,0,1,0,0,0,0,0,0,1,0,0.0,0.02157745540076594,2
14,1,0,0,0,0,0,1,0,0,0,0.0,0.022725922754422673,4
15,0,0,0,0,1,0,0,1,0,0,0.0,0.02333122010810345,1
16,0,1,0,0,0,0,0,0,0,0,0.1,0.013342715153636796,1
17,0,0,0,1,0,0,1,0,0,0,0.0,0.02422112949802671,1
18,0,0,0,0,0,0,0,1,0,1,0.0,0.025544436496820536,1
19,0,1,0,0,0,0,0,0,0,1,0.0,0.02611175150190672,1
20,1,0,0,0,0,0,1,0,0,0,0.1,0.022725922754422673,1
