,T18,T19,T25,T33,T38,T60,T73,T83,T87,T88,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.01259316879739928,14
1,0,1,0,0,0,0,0,0,0,0,0.0,0.013603321644785874,19
2,1,0,0,0,0,0,0,0,0,0,0.0,0.013729621165885442,11
3,0,0,0,0,0,1,0,0,0,0,0.0,0.013760845807844497,11
4,0,0,0,0,0,0,1,0,0,0,0.0,0.014827756902194691,3
5,0,0,0,1,0,0,0,0,0,0,0.0,0.014888437362443998,5
6,0,0,1,0,0,0,0,0,0,0,0.0,0.015022978567230437,7
7,0,0,0,0,1,0,0,0,0,0,0.0,0.015145707254156045,6
8,0,0,0,0,0,0,0,0,1,0,0.0,0.01581285677501325,5
9,0,0,0,0,0,0,0,1,0,0,0.0,0.01605819881226055,2
10,0,0,0,0,0,0,0,0,0,1,0.0,0.01622867696515675,2
11,1,1,0,0,0,0,0,0,0,0,0.0,0.0216962517683462,1
12,1,0,0,0,0,1,0,0,0,0,0.0,0.02204501666074298,3
13,0,0,0,0,0,0,0,0,0,1,0.1,0.01622867696515675,1
14,0,0,0,1,0,1,0,0,0,0,0.0,0.02346957499349236,1
15,1,0,0,0,0,0,1,0,0,0,0.0,0.02385231192517013,1
16,0,1,0,0,0,0,0,0,0,1,0.1,0.024491248529774735,1
17,0,1,0,0,0,0,0,0,1,0,0.0,0.023968757828740167,1
18,1,0,1,0,0,0,0,0,0,0,0.0,0.024037558820939074,1
19,0,1,1,0,0,0,0,0,0,0,0.1,0.023169720149419357,1
20,0,0,0,1,0,0,0,0,0,0,0.1,0.014888437362443998,1
21,1,0,0,0,0,0,0,0,0,1,0.0,0.025640255005283413,1
22,0,0,0,1,0,0,0,0,1,0,0.1,0.027481807185608612,1
23,0,0,1,0,0,0,0,1,0,0,0.1,0.029666290068355982,1
