,T19,T31,T33,T37,T38,T5,T53,T59,T71,T80,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,1,0.0,0.013458893624295814,52
1,0,0,0,0,0,0,0,0,0,0,0.0,0.017524243538675804,10
2,1,0,0,0,0,0,0,0,0,0,0.0,0.018100174618642904,2
3,0,0,0,0,0,0,0,1,0,0,0.0,0.018287721913876,5
4,0,1,0,0,0,0,0,0,0,0,0.0,0.018672527368296804,9
5,0,0,0,1,0,0,0,0,0,0,0.0,0.018933915095557464,2
6,0,0,0,0,0,1,0,0,0,0,0.0,0.01955079145060036,2
7,0,0,1,0,0,0,0,0,0,0,0.0,0.0201764335279646,2
8,0,0,0,0,0,0,0,0,1,0,0.0,0.020692275508083693,2
9,0,0,0,0,1,0,0,0,0,0,0.0,0.020797303822489115,5
10,0,0,0,0,0,0,1,0,0,0,0.0,0.02159327148199739,3
11,1,0,0,0,0,0,0,0,0,1,0.0,0.02186287091911885,1
12,0,0,0,0,0,0,0,1,0,1,0.0,0.022658730004204694,1
13,0,1,0,0,0,0,0,0,0,1,0.0,0.025137864940741654,1
14,0,0,0,0,1,0,0,0,0,1,0.0,0.027922727205249524,1
15,0,0,0,0,0,1,0,1,0,0,0.0,0.02793622535043242,1
16,0,1,0,0,0,0,0,0,0,0,0.1,0.018672527368296804,1
