,T15,T18,T20,T34,T36,T45,T48,T50,T63,T81,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.007091595154776191,36
1,0,1,0,0,0,0,0,0,0,0,0.0,0.00894982597547437,9
2,0,0,0,0,0,0,0,1,0,0,0.0,0.009091376647196895,4
3,1,0,0,0,0,0,0,0,0,0,0.0,0.009123810351872846,15
4,0,0,1,0,0,0,0,0,0,0,0.0,0.009185090672464636,5
5,0,0,0,0,0,1,0,0,0,0,0.0,0.009473166615829422,7
6,0,0,0,0,0,0,0,0,1,0,0.0,0.010504459504929162,4
7,0,0,0,1,0,0,0,0,0,0,0.0,0.010819497586880005,4
8,0,0,0,0,0,0,0,0,0,1,0.0,0.010948014860593505,3
9,0,0,0,0,0,0,1,0,0,0,0.0,0.01094842907090925,9
10,0,0,0,0,1,0,0,0,0,0,0.0,0.01252671840072119,2
11,1,0,0,0,0,0,0,0,1,0,0.0,0.01981433295941101,1
12,0,1,0,0,0,0,1,0,0,0,0.1,0.021025440068372783,1
