,T17,T2,T3,T30,T37,T52,T54,T58,T64,T80,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,1,0.0,0.014438145028593242,58
1,0,0,0,1,0,0,0,0,0,0,0.0,0.019063423582771976,10
2,0,0,0,0,0,0,0,0,1,0,0.0,0.020944079385563287,4
3,0,0,0,0,0,0,0,0,0,0,0.0,0.02131066858252368,4
4,1,0,0,0,0,0,0,0,0,0,0.0,0.021708634029746574,7
5,0,0,0,0,0,0,1,0,0,0,0.0,0.021770719044194482,1
6,0,0,0,0,0,0,0,0,1,1,0.0,0.021824306937459032,2
7,0,0,0,0,0,1,0,0,0,0,0.0,0.022222605922386795,1
8,0,0,0,0,0,0,0,1,0,1,0.0,0.022339104078179572,1
9,1,0,0,0,0,0,0,0,0,1,0.0,0.02239600961426881,1
10,0,0,0,0,0,0,1,0,0,1,0.0,0.022400194805977373,2
11,0,0,0,0,1,0,0,0,0,0,0.0,0.022459568767106513,3
12,0,0,0,0,0,1,0,0,0,1,0.0,0.022753814183527534,3
13,0,0,0,0,1,0,0,0,0,1,0.0,0.022883183017986634,1
14,1,0,0,1,0,0,0,0,0,0,0.0,0.02745864393959479,1
15,0,0,0,0,0,1,1,0,0,0,0.0,0.029533423712594722,1
