,T1061,T1535,T179,T217,T481,T488,T844,T908,T928,T974,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,0,0,0,0,0.0,0.038022319444773536,16
1,0,1,0,0,0,0,0,0,0,0,0.0,0.03836309866683103,11
2,0,0,1,0,0,0,0,0,0,1,0.0,0.03869146354697891,13
3,0,1,0,0,0,0,0,0,0,1,0.0,0.0394805928805084,6
4,0,0,1,0,0,0,0,0,0,0,0.0,0.039833922525284365,5
5,0,0,0,0,0,0,0,0,0,1,0.0,0.04061320286326891,3
6,1,1,0,0,0,0,0,0,0,0,0.0,0.040770804438402974,12
7,1,0,1,0,0,0,0,0,0,0,0.0,0.04083944103856232,7
8,0,1,1,0,0,0,0,0,0,0,0.1,0.038022319444773536,3
9,1,0,0,0,0,0,0,0,0,1,0.0,0.04163861515675769,2
10,0,1,0,0,0,1,0,0,0,0,0.0,0.04256629244027507,2
11,0,0,1,0,0,1,0,0,0,0,0.0,0.042960661151198766,3
12,1,0,0,0,0,0,0,0,0,0,0.0,0.0433540500331364,2
13,0,1,0,0,0,0,0,1,0,0,0.0,0.04342599388570876,1
14,0,1,0,0,0,0,1,0,0,0,0.0,0.043657643444480185,2
15,0,0,1,0,0,0,0,1,0,0,0.0,0.04390829613208565,1
16,0,0,1,0,0,0,1,0,0,0,0.0,0.044168345888249694,1
17,0,1,0,0,0,0,0,0,1,0,0.0,0.04423615433239987,2
18,0,0,1,0,0,0,0,0,1,0,0.0,0.04465943943509566,1
19,0,0,0,0,0,0,1,0,0,1,0.0,0.044973920423128776,1
20,0,0,1,1,0,0,0,0,0,0,0.0,0.04502427711831792,1
21,1,0,0,0,0,1,0,0,0,0,0.0,0.046143184163770605,1
22,1,0,0,0,0,0,0,1,0,0,0.0,0.04713996547332738,1
23,1,0,0,0,0,0,1,0,0,0,0.0,0.047413357234239305,1
24,0,0,1,0,1,0,0,0,0,0,0.0,0.04786392570263118,1
25,0,0,0,0,1,0,0,0,0,0,0.0,0.05179900345789991,1
