,T1105,T1213,T1315,T1615,T290,T346,T348,T370,T773,T825,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,0,0,0,0,0,0.0,0.015442746120302865,25
1,0,0,0,0,0,0,0,0,0,0,0.0,0.015587965394381339,13
2,0,0,0,0,0,0,0,0,0,1,0.0,0.015713666655913963,12
3,0,1,0,0,0,0,0,0,0,0,0.0,0.01668831651752107,1
4,0,0,1,0,0,0,0,0,0,0,0.0,0.016988554226665984,4
5,0,0,0,0,0,0,0,1,0,0,0.0,0.017883754939721712,6
6,0,0,0,1,0,0,0,0,0,0,0.0,0.017999854608193647,13
7,0,0,0,0,1,0,0,0,0,0,0.0,0.01858726257325986,7
8,0,0,0,0,0,0,0,0,1,0,0.0,0.01870737951725032,4
9,0,0,0,0,0,1,0,0,0,0,0.0,0.01875500059931285,7
10,0,0,0,0,0,0,1,0,0,0,0.0,0.018765345837658372,2
11,0,1,0,0,0,0,0,1,0,0,0.0,0.029625351839506542,1
12,0,0,0,0,0,1,0,1,0,0,0.0,0.029713260291667393,1
13,0,0,0,1,1,0,0,0,0,0,0.0,0.029767836011313088,1
14,0,0,0,1,0,0,0,0,1,0,0.0,0.029952556566441423,1
15,0,1,0,0,0,1,0,0,0,0,0.0,0.030338903852026002,1
16,0,0,0,0,1,0,1,0,0,0,0.0,0.030404669242713595,1
