,T1062,T1193,T1490,T1628,T218,T23,T588,T765,T829,T854,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,0,0,0,0,0,0,0.0,0.03082918174329667,35
1,0,0,0,1,0,0,0,0,1,0,0.0,0.03321981290025611,16
2,1,0,0,1,0,0,0,0,0,0,0.0,0.03529226780242667,6
3,0,0,0,1,1,0,0,0,0,0,0.0,0.03599075170770101,6
4,0,1,0,1,0,0,0,0,0,0,0.0,0.036954782187193266,1
5,0,0,0,1,0,0,0,0,0,1,0.0,0.03709379791966708,2
6,0,0,0,0,0,0,0,0,1,0,0.0,0.03732335629680396,3
7,0,0,0,1,0,1,0,0,0,0,0.0,0.03733351260638916,2
8,0,0,0,1,0,0,0,1,0,0,0.0,0.03908037469037045,4
9,0,0,0,1,0,0,1,0,0,0,0.0,0.03932983697790509,2
10,1,0,0,0,0,0,0,0,1,0,0.0,0.039899860884159984,1
11,0,0,1,0,0,0,0,0,0,0,0.0,0.03995390949750582,7
12,1,0,0,0,0,0,0,0,0,0,0.0,0.04005172259893732,3
13,0,0,1,0,0,0,0,0,1,0,0.0,0.04050800950855099,3
14,1,0,1,0,0,0,0,0,0,0,0.0,0.04298150363611993,3
15,0,0,0,0,0,0,0,1,1,0,0.0,0.04466367302188312,1
16,0,0,0,0,0,0,0,1,0,0,0.0,0.04564410662936092,1
17,0,0,0,0,0,1,0,0,0,1,0.0,0.0476993806550294,1
18,0,0,0,1,0,0,0,1,1,0,0.0,0.04861207178207004,1
19,0,0,0,1,0,0,1,0,1,0,0.0,0.04882107953113083,1
20,1,0,0,0,1,0,0,0,1,0,0.0,0.05101721359190637,1
