,T1399,T1480,T1521,T1561,T1624,T187,T400,T530,T673,T774,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,1,0,0,0,0,0.0,0.024844579159281545,46
1,0,0,0,0,1,0,0,0,0,0,0.0,0.026724148541452754,14
2,0,0,0,0,1,1,0,0,0,0,0.0,0.028873128778527508,10
3,1,0,0,0,0,0,0,0,0,0,0.0,0.030075687873224823,6
4,0,0,0,0,0,1,0,0,1,0,0.0,0.03136862036844356,2
5,0,0,0,0,0,0,0,0,1,0,0.0,0.03169540277164429,2
6,0,0,1,0,0,0,0,0,0,0,0.0,0.031925769616443674,3
7,0,1,0,0,0,0,0,0,0,0,0.0,0.03201338711570616,3
8,0,0,0,0,0,1,1,0,0,0,0.0,0.03249375214054109,1
9,0,0,0,1,0,1,0,0,0,0,0.0,0.032610253938497105,3
10,0,0,0,0,0,1,0,0,0,1,0.0,0.032807819420018106,1
11,0,1,0,0,0,1,0,0,0,0,0.0,0.033021168208492,2
12,0,0,0,1,0,0,0,0,0,0,0.0,0.033256865829806394,1
13,0,0,0,0,0,0,0,0,0,1,0.0,0.03350481465167422,1
14,0,0,0,1,1,0,0,0,0,0,0.0,0.035104909850421834,1
15,0,0,0,0,0,0,0,1,1,0,0.1,0.03881248639943332,1
16,0,1,0,0,0,0,1,0,0,0,0.0,0.03999943836357603,1
17,0,0,1,1,0,0,0,0,0,0,0.0,0.040067449651813594,1
18,0,0,0,0,0,1,0,0,1,1,0.1,0.04625892528749991,1
