,T1,T40,T46,T5,T50,T52,T6,T70,T82,T87,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.010714653387923977,26
1,0,0,0,0,0,0,0,1,0,0,0.0,0.011444505388243513,15
2,0,0,0,0,1,0,0,0,0,0,0.0,0.012376342898806346,9
3,0,0,1,0,0,0,0,0,0,0,0.0,0.012585074876604527,10
4,1,0,0,0,0,0,0,0,0,0,0.0,0.012930387883597329,9
5,0,0,0,1,0,0,0,0,0,0,0.0,0.012965244369344014,4
6,0,0,0,0,0,0,0,0,1,0,0.0,0.013820388896831836,3
7,0,1,0,0,0,0,0,0,0,0,0.0,0.014471743728473756,7
8,0,0,0,0,0,1,0,0,0,0,0.0,0.014651510966483478,4
9,0,0,0,0,0,0,1,0,0,0,0.0,0.014816252861712134,8
10,0,0,0,0,0,0,0,0,0,1,0.0,0.015124155153895601,3
11,0,0,1,0,0,0,0,0,0,1,0.0,0.025986349236336373,1
12,0,0,0,1,0,0,0,0,1,0,0.0,0.02612325150468584,1
