,T10,T15,T18,T20,T21,T23,T31,T49,T50,T75,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.011926529040034235,13
1,0,0,0,0,0,0,0,0,0,1,0.0,0.012874770995016879,12
2,0,0,1,0,0,0,0,0,0,0,0.0,0.013241979321942075,10
3,0,1,0,0,0,0,0,0,0,0,0.0,0.013411735509883341,11
4,0,0,0,1,0,0,0,0,0,0,0.0,0.013483106628402759,10
5,0,0,0,0,0,0,0,0,1,0,0.0,0.013499172607555104,10
6,0,0,0,0,0,0,0,1,0,0,0.0,0.013598353712181047,9
7,0,0,0,0,0,1,0,0,0,0,0.0,0.013613958678124153,8
8,0,0,0,0,0,0,1,0,0,0,0.0,0.013633569717417802,3
9,1,0,0,0,0,0,0,0,0,0,0.0,0.01379888923736273,8
10,0,0,0,0,1,0,0,0,0,0,0.0,0.0162926203732178,1
11,0,0,1,0,0,0,0,1,0,0,0.0,0.02220014028701001,1
12,0,0,0,0,0,1,0,0,0,1,0.0,0.02246118675089717,1
13,1,0,0,0,0,0,0,0,0,1,0.0,0.02268390837419359,1
14,0,0,1,0,0,0,1,0,0,0,0.0,0.022920716154001368,1
15,1,0,0,0,0,1,0,0,0,0,0.0,0.023769613998631915,1
