,T18,T26,T27,T34,T54,T66,T69,T7,T70,T88,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0,0,0,0,0,0,0.0,0.018117176522745738,11
1,0,0,0,0,0,0,0,0,1,0,0.0,0.01874494697894112,14
2,0,0,0,0,0,0,1,0,0,0,0.0,0.0187459164468304,14
3,0,0,0,0,0,0,0,0,0,0,0.0,0.018999399966745996,9
4,1,0,0,0,0,0,0,0,0,0,0.0,0.019578623442339526,7
5,0,0,0,0,1,0,0,0,0,0,0.0,0.01966972411407122,9
6,0,0,1,0,0,0,0,0,0,0,0.0,0.01995282853422331,9
7,0,0,0,1,0,0,0,0,0,0,0.0,0.020161999495329336,4
8,0,0,0,0,0,1,0,0,0,0,0.0,0.020407532359820728,5
9,0,0,0,0,0,0,0,0,0,1,0.0,0.021895350670039348,2
10,0,0,0,0,0,0,1,0,1,0,0.0,0.02571062915003013,2
11,0,1,0,0,0,0,0,0,1,0,0.0,0.025844818896616342,1
12,0,1,0,0,0,0,1,0,0,0,0.0,0.026024498074863237,5
13,1,0,0,0,0,0,0,0,1,0,0.0,0.02647242600591768,1
14,0,1,0,0,1,0,0,0,0,0,0.0,0.026489277038121664,1
15,0,0,1,0,0,0,1,0,0,0,0.0,0.027391590194272793,2
16,0,0,0,0,0,1,1,0,0,0,0.0,0.028063360524725932,1
17,1,0,1,0,0,0,0,0,0,0,0.0,0.028217605925268223,1
18,0,0,0,0,0,0,0,1,1,0,0.0,0.029096146243153004,1
19,0,0,0,0,0,0,0,1,0,0,0.1,0.02167292901646045,1
