,T1369,T1407,T1425,T1559,T1644,T296,T340,T366,T484,T880,chain_break_fraction,energy,num_occurrences
0,0,0,1,0,0,1,0,0,0,0,0.0,0.03315347157701794,31
1,0,1,0,0,0,1,0,0,0,0,0.0,0.03384810518533597,25
2,0,0,0,0,0,1,0,0,0,0,0.0,0.035295492732335156,10
3,0,0,0,0,0,1,0,0,0,1,0.0,0.0359119066147031,10
4,0,0,1,0,0,1,0,0,0,0,0.1,0.03315347157701794,3
5,0,1,0,0,0,1,0,0,0,0,0.1,0.03384810518533597,3
6,0,1,1,0,0,0,0,0,0,0,0.0,0.039754318732278415,2
7,0,0,0,0,1,1,0,0,0,0,0.0,0.039787387254453035,4
8,1,0,0,0,0,1,0,0,0,0,0.0,0.040516884944497254,2
9,0,1,1,0,0,1,0,0,0,0,0.0,0.04126255139995092,1
10,0,0,1,0,0,0,0,0,0,1,0.0,0.04208966195261356,1
11,0,1,1,0,0,1,0,0,0,0,0.1,0.04126255139995092,1
12,0,1,0,0,0,1,0,0,0,1,0.0,0.0433057887268038,1
13,0,1,0,0,0,1,0,0,1,0,0.1,0.04700557215660798,1
14,0,0,0,0,0,1,0,1,0,0,0.0,0.0434514125744721,2
15,0,0,1,0,0,1,1,0,0,0,0.0,0.04872180066682721,1
16,1,1,0,0,0,1,0,0,0,0,0.1,0.046912383192832384,1
17,0,1,0,1,0,0,0,0,0,0,0.0,0.050420773683716245,1
