,T100,T139,T155,T181,T213,T244,T280,T35,T43,T73,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0029687248856025404,33
1,0,0,0,0,0,0,1,0,0,0,0.0,0.0033665209811559716,23
2,0,0,0,1,0,0,0,0,0,0,0.0,0.006070741704810339,5
3,0,1,0,0,0,0,0,0,0,0,0.0,0.006220578351666752,3
4,0,0,0,0,1,0,0,0,0,0,0.0,0.006249322017789239,4
5,0,0,1,0,0,0,0,0,0,0,0.0,0.00626343043643477,10
6,0,0,0,0,0,1,0,0,0,0,0.0,0.006274955214696898,4
7,0,0,0,0,0,0,0,0,0,1,0.0,0.0062880100167712945,5
8,1,0,0,0,0,0,0,0,0,0,0.0,0.0063206989691799095,5
9,0,0,0,0,0,0,0,0,1,0,0.0,0.0077798735127984926,3
10,0,0,0,0,0,0,0,1,0,0,0.0,0.009556878662354185,3
11,0,0,0,1,0,0,0,0,0,0,0.1,0.006070741704810339,1
12,0,1,0,1,0,0,0,0,0,0,0.1,0.01600141532063596,1
